text,emotion
fijate que me angustia pensar que quiza elegi mal mi carrera,miedo
oye me costo mucho levantarme hoy y ya,triste
sinceramente me hicieron esperar demasiado y me tiene mal,enojo
siento una preocupacion muy grande,miedo
mira ya no quiero esforzarme y eso me pesa,triste
es que siento que el tiempo paso y yo no hice nada,triste
no te miento me saca de quicio todo esto pero no digo nada,enojo
sinceramente no entendi el tono del mensaje y me confundi,triste
borre todas mis fotos porque no me gustaba nada de verdad,triste
sinceramente estoy muy asustado con lo que puede pasar de verdad,miedo
la verdad me tiene completamente harto la verdad,enojo
ahora mismo abusaron de mi confianza la verdad,enojo
me siento lleno de energia y me afecta mucho,feliz
no te miento todo tiene sentido ahora pero no digo nada,feliz
ahora mismo me siento muy triste por todo lo que paso,triste
siento una soledad muy grande ahora y no se como seguir,triste
lo que pasa es que tengo miedo de que todo cambie y no se que hacer,miedo
vieja me toca salir tarde y me da miedo en la calle de verdad,miedo
te juro que me da miedo no estar a la altura de lo que se espera y ya,miedo
ultimamente todo esta fluyendo muy bien,feliz
definitivamente estoy muy preocupado esta semana,miedo
es que mi mejor amigo se fue para otro pais y ya,triste
estoy con una nota hoy de verdad,feliz
es que tengo panico de enfrentar esto solo,miedo
es que me mandaron de una oficina a otra sin solucion la verdad,enojo
sinceramente tengo panico otra vez,miedo
me gane una chamba buenisima de verdad,feliz
hoy me gane una chamba buenisima,feliz
en este momento me siento lleno de energia,feliz
para serte honesto me dieron la beca de verdad,feliz
mira no se si lo que estoy haciendo es lo correcto la verdad,miedo
estoy muy triste por la noticia y no se como seguir,triste
en serio me pone muy nervioso tener que dar explicaciones de verdad,miedo
la verdad me preocupa no poder lograrlo todo el tiempo,miedo
bro me mencionaron en algo que me puso en ridiculo y no puedo evitarlo,enojo
me tienen hasta la coronilla y me cuesta mucho,enojo
ahora mismo no se si estan enojados conmigo o es mi imaginacion sinceramente,miedo
de verdad siento una tristeza que me invade todo y me duele mucho,triste
lo que pasa es que me siento muy decaido en este momento,triste
mira quede encantado con como salio todo y no es facil,feliz
hermano me usaron cuando les convenia y despues nada y eso me duele,enojo
parce me da pena hablar en publico y manana me toca pero bueno,miedo
extraño mucho a las personas que ya no estan parce,triste
hoy estoy muy contento y no se que hacer,feliz
mira me siento muy solo en esta ciudad,triste
oye me molesta tu actitud de siempre,enojo
me citaron a declarar y estoy muy nervioso de verdad,miedo
no se si contarte pero no se si actue bien y eso no me deja tranquilo sinceramente,miedo
te cuento que me tocó pagar una multa que no era justa y no es facil,enojo
ultimamente me mandaron audio de voz gritando y eso me tiene mal,enojo
hoy me toca salir tarde y me da miedo en la calle y nadie lo sabe,miedo
la verdad todo me hace enojar esta semana,enojo
en serio perdi una oportunidad importante sinceramente,triste
sinceramente me da terror mostrarme como soy de verdad,miedo
hoy que experiencia tan maravillosa fue en serio,feliz
eso no estuvo bien para nada y no lo entiendo,enojo
la verdad es que que irresponsable eres con todo y no lo entiendo,enojo
hoy me alegra mucho tu compania,feliz
no se si contarte pero publico algo que me dejo muy mal y no se como manejarlo,triste
sinceramente me siento muy solo y sin apoyo,triste
fijate que estoy realmente indignado pero no digo nada,enojo
la verdad me tocó repetir el tramite porque perdieron mis papeles pero bueno,enojo
la verdad me aceptaron en la universidad de verdad,feliz
honestamente que estupidez lo que hiciste y punto,enojo
no te miento no supe leer la situacion y meti la pata y trato de disimularlo,triste
parce mi equipo gano hoy y estoy feliz,feliz
men ya no aguanto mas esa situacion y no puedo evitarlo,enojo
hoy me pone muy nervioso hablar en publico sinceramente,miedo
es que me da miedo decepcionarme a mi mismo y no se que hacer,miedo
fijate que tengo panico de decir algo y que lo malinterpreten sinceramente,miedo
todo me fastidia desde hace dias,enojo
men todo el mundo esta en planes y yo solo en casa y nadie lo entiende,triste
la verdad me siento nervioso todo el tiempo,miedo
hermano me cayo del cielo esa noticia,feliz
ya no aguanto mas esa situacion y me cuesta aceptarlo,enojo
te cuento que me tienen muy hastiado con lo mismo de verdad,enojo
por fin me compre lo que queria pero necesitaba decirlo,feliz
fijate que hoy todo el transporte me funciono perfecto pero bueno,feliz
ultimamente hoy fue un dia muy gris y es agotador,triste
desde ayer hoy fue un gran dia por todo lo que paso,feliz
es que las cosas estan saliendo como quiero y no puedo evitarlo,feliz
te cuento que me da miedo ir al medico y no puedo evitarlo,miedo
fijate que me fallaron cuando mas los necesitaba y eso me pesa,triste
para serte honesto minimizaron lo que sentia y no se como manejarlo,enojo
lo que pasa es que por fin me contestaron y no lo digo seguido,feliz
para serte honesto perdi algo muy importante y me afecta mucho,triste
la verdad gane el concurso pero no digo nada,feliz
fijate que hable con alguien nuevo y no fue tan malo pero necesitaba decirlo,feliz
mira perdi una oportunidad importante y no se que hacer,triste
ultimamente me da ansiedad cuando hay silencio en la conversacion y no puedo evitarlo,miedo
todo me da miedo desde hace dias,miedo
me mintieron descaradamente en la cara y no se que hacer,enojo
oye me cambiaron las condiciones a ultimo momento de verdad,enojo
hoy todo salio mal y no se que hacer,triste
fijate que me echaron del trabajo y me afectó mucho,triste
sinceramente me hicieron sentir especial la verdad,feliz
estoy muy decaido y sin fuerzas y quisiera que no fuera así,triste
en este momento me siento excelente y eso me alegra,feliz
mira tengo miedo de que sea algo grave,miedo
fijate que minimizaron lo que sentia y me cuesta mucho,enojo
oye me ignoraron completamente todo el tiempo,enojo
mi familia esta pasando un momento muy dificil de verdad,triste
es que no tengo plan b si esto falla,miedo
es que me siento muy solo en esta ciudad,triste
el partido de colombia salio bien parce,feliz
no se si contarte pero me canse de pedir lo mismo sin resultado y me tiene agotado,enojo
realmente tengo miedo de hablar desde hace dias,miedo
es que me da mucho miedo enfrentar esta situacion y no puedo calmarlo,miedo
en serio me tienen hasta la coronilla la verdad,enojo
sinceramente no puedo mas con tanto y necesito que alguien me entienda,triste
para serte honesto abusaron de mi confianza la verdad,enojo
parce hicimos sancocho en familia y fue muy rico y me tiene mal,feliz
hoy estoy muy molesto con lo que hicieron,enojo
oye me da terror enfrentar esto solo la verdad,miedo
estoy muy emocionado con el futuro de verdad,feliz
la verdad es que siento una pena enorme que no pasa y no lo puedo superar,triste
hermano me dejaron plantado y ni se disculparon,enojo
sinceramente por fin me salio el pasaporte y no es facil,feliz
es que tengo miedo de tomar la decision equivocada pero no digo nada,miedo
hoy ya no hablo con alguien que queria mucho y nadie lo sabe,triste
me asusta mucho lo que esta pasando en el barrio,miedo
es que que descaro tan grande el de esa gente,enojo
la verdad es que me alegra mucho el resultado final de verdad,feliz
lo que pasa es que me escribieron solo para reclamarme y nadie lo entiende,enojo
no puedo creer tanta irresponsabilidad,enojo
la verdad es que me reconocieron el esfuerzo en el trabajo pero necesitaba decirlo,feliz
la verdad no me puedo sacar esta sensacion de encima pero bueno,miedo
es que me siento muy perdido con mi vida,triste
ultimamente no tengo ganas de nada,triste
sinceramente me mandaron un mensaje raro y no entiendo que quieren y nadie lo sabe,miedo
no se no se si lo que estoy haciendo es lo correcto,miedo
mira publicaron algo mio sin pedirme permiso,enojo
nadie entendio como me sentia sinceramente,triste
la verdad es que me tienes cansado con eso,enojo
te cuento que me dieron una sorpresa muy bonita hoy y ya,feliz
no te miento me mandaron un mensaje raro y no entiendo que quieren la verdad,miedo
la verdad me tiene muy cansado esa actitud y me afecta,enojo
siento que cargo con demasiado para mi edad y ya,triste
parce me tiene con los nervios destrozados y ya,miedo
oye me tiene muy cansado esta gente,enojo
sinceramente estoy muy angustiado con las posibilidades y no puedo calmarlo,miedo
la verdad por fin lo logre y necesito que alguien me entienda,feliz
ya me canse de repetirte lo mismo,enojo
realmente me siento muy feliz,feliz
te cuento que ya no tengo fuerzas para nada sinceramente,triste
mira no logre lo que esperaba y ya,triste
no se si contarte pero tengo miedo de decir algo fuera de lugar y no se como manejarlo,miedo
lo que pasa es que estoy muy bajo de animo desde entonces y me duele mucho,triste
hoy me fui de viaje la verdad,feliz
realmente estoy agotado emocionalmente en este momento,triste
en serio manana tengo una prueba importante y estoy nervioso todo el tiempo,miedo
definitivamente siento demasiado temor,miedo
en este momento estoy muy enojado desde hace dias,enojo
sinceramente siento que no tengo proposito la verdad,triste
te juro que pude decir lo que sentia sin miedo y no lo digo seguido,feliz
en este momento todo me irrita esta semana,enojo
la verdad es que ya me canse de repetirte lo mismo en serio,enojo
desde ayer estoy muy emocionado todo el tiempo,feliz
ultimamente me da mucha rabia desde hace dias,enojo
es que me hicieron sentir que molestaba pero bueno,enojo
no puedo creer que no puedo creer lo que hiciste y ya me canse,enojo
sinceramente me cambiaron el trabajo sin consultarme y trato de disimularlo,enojo
desde ayer me siento incomodo con esto esta semana,miedo
sinceramente perdi una oportunidad importante y me tiene mal,triste
lo que pasa es que lei el mensaje diez veces y no se como responder y me pesa cargarlo solo,miedo
parce extraño mucho a las personas que ya no estan y me cuesta mucho,triste
me saco del grupo sin razon sinceramente,triste
no se si voy a poder con lo que viene,miedo
en serio no entiendo nada y me da verguenza preguntar y me pesa cargarlo solo,triste
sinceramente estoy muy preocupado y no se que hacer,miedo
me ignoraron cuando tenia toda la razon y me tiene mal,enojo
estoy muy triste y no se que hacer y quisiera que no fuera así,triste
ahora mismo todo esta funcionando bien ultimamente,feliz
para serte honesto siento que algo se rompio dentro de mi y me tiene mal,triste
fijate que me cancelaron la cita sin avisar y ya,enojo
las cosas estan saliendo como quiero de verdad,feliz
la verdad estoy cansado mentalmente otra vez,triste
hermano mi mejor amigo se fue para otro pais,triste
lo que pasa es que no supe si era una broma o algo serio y no es facil admitirlo,triste
oye me da pavor equivocarme y no lo puedo ocultar,miedo
lo que es cierto es que que buena suerte la mia hoy y es lo mejor que me paso,feliz
hoy termine todo lo que tenia pendiente y no es facil admitirlo,feliz
ultimamente lei el mensaje mal y arruine todo pero necesitaba decirlo,triste
hermano me tienen hasta la coronilla y eso me duele,enojo
bro no entiendo como la gente puede ser asi,enojo
mira me duele el alma,triste
en serio siento una tristeza muy profunda y quisiera que no fuera así,triste
la verdad el silencio de esa persona me preocupa mucho y me afecta,miedo
me senti aceptado como soy y no se como manejarlo,feliz
sinceramente no se que va a pasar y me aterra,miedo
en serio me entristece mucho la situacion y quisiera que no fuera así,triste
estoy muy apesadumbrado con las noticias de verdad,triste
ahora mismo siento que fracase y es agotador,triste
te juro que no se puede confiar en ti de verdad,enojo
te cuento que llevo dias sin ganas de nada y ya,triste
no te miento abusaron de mi confianza y no se que hacer,enojo
mira estoy muy nervioso con esa vuelta de verdad,miedo
definitivamente tengo miedo de fallar en este momento,miedo
ultimamente hoy no tuve que madrugar y lo disfrute de verdad,feliz
ahora mismo me ignoraron cuando tenia razon y necesito que alguien me entienda,enojo
estoy realmente frustrado ultimamente,enojo
por fin me compre lo que queria sinceramente,feliz
te digo que hoy hice algo que me daba mucho miedo y salio bien la verdad,feliz
es que me dejo de seguir en redes sociales,triste
es que cumpli mi meta del año pero bueno,feliz
mira me copiaron el contenido y ni siquiera lo cambiaron y no puedo evitarlo,enojo
sinceramente me siento horrible todo el tiempo,triste
es que me tiene muy apagado esta situacion de verdad,triste
tengo un miedo muy grande en este momento de verdad,miedo
en serio me critican las decisiones sin conocer mi situacion,enojo
hoy me dejaron esperando sin explicacion y ya,enojo
te cuento que hoy fue un parche buenisimo de verdad,feliz
lo que pasa es que me da terror mostrarme como soy de verdad pero ya no puedo mas,miedo
es que me siento realizado y necesito que alguien me entienda,feliz
ultimamente tengo miedo de ver lo que me respondieron y no lo digo seguido,miedo
me tiene muy bravo la falta de respeto y me cuesta aceptarlo,enojo
te digo que me tiene muy irritado todo lo que esta pasando y me afecta,enojo
ultimamente tengo panico de fallar frente a todos,miedo
en serio me siento en paz y es agotador,feliz
sabes que que buenas noticias me llegaron hoy y estoy muy agradecido,feliz
en este momento estoy demasiado preocupado ultimamente,miedo
en serio me dejaron plantado y ni se disculparon hermano,enojo
no puedo dejar de sentir miedo y me tiene muy nervioso,miedo
hermano me tienen muy hastiado con lo mismo y ya,enojo
la verdad esto es injusto otra vez,enojo
hoy no tuve que madrugar y lo disfrute bro,feliz
ahora mismo me siento muy bien conmigo mismo y no lo puedo ocultar,feliz
me trataron diferente a los demas y ya,enojo
resulta que me robaron la moto,enojo
la verdad es que me tratan diferente y no entienden por que me molesta sinceramente,enojo
me tocó repetir el tramite porque perdieron mis papeles,enojo
en serio me dijeron que era muy sensible por sentirme mal de verdad,enojo
en serio vi que estaba en linea pero no me respondio y eso me tiene mal,triste
oye nadie me eligio para su equipo y me cuesta mucho,triste
te cuento que tengo un mal presentimiento con eso y no puedo evitarlo,miedo
no se si contarte pero me mandaron buenas noticias por whatsapp,feliz
te cuento que manana es el dia y no estoy listo y ya,miedo
en serio me da panico enviar ese mensaje y quedar mal,miedo
mira me siento muy solo en esta ciudad la verdad,triste
hoy estoy con el animo muy por el piso y no se que hacer,triste
ultimamente hoy llore sin saber por que y no se que hacer,triste
la verdad me siento en paz y es agotador,feliz
sinceramente me saca de quicio todo esto,enojo
no se si contarte pero perdi la materia que mas me esforcé y quisiera que alguien me ayudara,triste
ahora mismo me sacaron la paciencia y no se que hacer,enojo
en serio estoy muy feliz con los resultados y estoy muy contento,feliz
la verdad no se que va a pasar y no se que hacer,miedo
fijate que me dijeron que era mi culpa cuando no lo era y ya,enojo
desde ayer estoy pasando un gran momento,feliz
sinceramente me siento destruido y me afecta mucho,triste
me pone de buen humor todo hoy en serio,feliz
es que me escribieron solo para reclamarme y me afecta mucho,enojo
oye me salio redondo todo hoy,feliz
hoy me tiene muy desanimado todo esto,triste
me da mucha pena decirle eso a la gente de verdad,miedo
oye tuve que repetir lo mismo mil veces y me afecta mucho,enojo
ahora mismo hoy fue un gran dia y no se que hacer,feliz
definitivamente me siento destruido en este momento,triste
la verdad es que me da mucho miedo enfrentar esta situacion y eso me preocupa mucho,miedo
oye cambio su estado y supe que era por mi sinceramente,triste
es que me da mucha pena decirle eso a la gente pero bueno,miedo
en serio no supe si era una broma o algo serio y trato de disimularlo,triste
me respondieron que si al proyecto,feliz
me da pena decirlo pero me escribieron solo para reclamarme y no se como manejarlo,enojo
hoy tengo miedo de que me quiten el trabajo hermano,miedo
realmente esto es injusto todo el tiempo,enojo
siento que algo esta muy mal y me asusta de verdad,miedo
me asusta no saber si voy a conseguir trabajo la verdad,miedo
me salio todo bien y no me lo esperaba y me afecta,feliz
la verdad estoy demasiado cansado ultimamente,triste
ultimamente tengo miedo de caerle mal sin querer y no se que hacer,miedo
tengo los mejores amigos y es agotador,feliz
fijate que me dejaron plantado y ni se disculparon y ya,enojo
es que me dijeron que me quieren y es agotador,feliz
mira estoy rodeado de gente y me siento solo y ya,triste
tengo miedo de equivocarme y arrepentirme despues y me cuesta aceptarlo,miedo
te cuento que me escribio la persona que me gusta,feliz
es que me aceptaron en la universidad y ya,feliz
no se si contarte pero me eliminó de sus contactos sin decir nada pero necesitaba decirlo,triste
realmente me siento vacio,triste
hoy gane el concurso de verdad,feliz
vieja estoy muy bacano con la noticia parce,feliz
sinceramente abusaron de mi confianza pero no digo nada,enojo
me da miedo que graben algo mio sin permiso,miedo
te cuento que me citaron a declarar y estoy muy nervioso,miedo
mira lo que paso me copiaron el trabajo y lo publicaron como propio y me tiene agotado,enojo
no se si contarte pero mi grupo de trabajo funciono muy bien y no se que hacer,feliz
me reconocieron el esfuerzo en el trabajo de verdad,feliz
ahora mismo me hicieron perder el tiempo ultimamente,enojo
para serte honesto el resultado me tiene muy angustiado y no se que hacer,miedo
oye no entiendo nada y me da verguenza preguntar y me afecta mucho,triste
ultimamente me asusta pensar en el futuro,miedo
no te lo voy a perdonar tan facil de verdad,enojo
me tienen muy mamado con esa vuelta y nadie lo sabe,enojo
lo que pasa es que nadie reconocio lo que aporte y me pesa cargarlo solo,enojo
la verdad ya no quiero esforzarme y me tiene mal,triste
hoy vi que me sacaron de un grupo y no dije nada y no se que hacer,triste
oye nacio mi hija sinceramente,feliz
realmente me siento decepcionado ultimamente,triste
hoy lei el mensaje mal y arruine todo de verdad,triste
es que no se si voy a poder sostenerme solo bro,miedo
en serio aprobe el examen y no se que hacer,feliz
hoy me siento orgulloso de donde estoy y ya,feliz
oye siento que voy a fallar manana,miedo
mira me ignoraron cuando tenia toda la razon,enojo
hoy me siento vacio desde hace dias,triste
en serio me dejo mi novia y estoy muy bajoneado la verdad,triste
no te miento no me dejaron hablar y no se que hacer,enojo
sinceramente tengo panico de no salir de esto,miedo
hoy ya nada es igual,triste
es que compre mi primera casa sinceramente,feliz
sinceramente me toco vender el carro que tanto queria hermano,triste
fijate que el partido de colombia salio bien hermano,feliz
la verdad me saca de quicio todo esto y eso me pesa,enojo
en serio llegue a tiempo a todo y ya,feliz
men me dicen que deberia estar agradecido por poco de verdad,enojo
en serio me da ansiedad publicar algo y que lo juzguen y me tiene pensando mucho,miedo
fijate que me rechazaron y duela mucho y no puedo evitarlo,triste
te juro que me produce mucho enojo esto y no lo entiendo,enojo
parce el partido de colombia salio bien,feliz
la verdad me da miedo no estar a la altura de lo que se espera de verdad,miedo
hoy me hicieron sentir mal por preguntar la verdad,enojo
en serio mi jefe quedo contento con mi trabajo pero ya no puedo mas,feliz
es que se fue mi perro hoy y me afecta,triste
te juro que tengo miedo de equivocarme y arrepentirme despues y no es facil,miedo
no entiendo como la gente puede ser asi la verdad,enojo
en serio siento que algo muy importante se perdio y no se como seguir,triste
me aterra quedar mal frente a todos la verdad,miedo
lo que pasa es que siento una pena muy grande ahora y me duele mucho,triste
hoy no tenemos para el arriendo este mes parce,triste
lo que pasa es que me faltaron el respeto,enojo
hermano mi familia se fue a vivir lejos y me siento solo,triste
vieja me graduo el sabado en el paraninfo,feliz
sinceramente no aguanto mas ultimamente,enojo
para serte honesto alguien me entendio sin que yo explicara mucho y trato de disimularlo,feliz
realmente me siento incomodo con esto desde hace dias,miedo
la verdad siento que estoy de mas y no se que hacer,triste
fijate que tengo ansiedad de aparecer en camara y nadie lo entiende,miedo
me toco irme del barrio que queria pero bueno,triste
men encontre algo que habia perdido hace tiempo y me cuesta aceptarlo,feliz
hoy me cambiaron el turno sin avisarme y me cuesta mucho,enojo
sinceramente compre mi primera casa,feliz
hoy siempre me pasa lo mismo con las mismas personas,enojo
me hicieron fila tres horas y no me atendieron pero bueno,enojo
sinceramente me duele mucho haber fallado en eso,triste
no se si contarte pero me canse de pedir lo mismo sin resultado y me pesa cargarlo solo,enojo
mira perdi algo muy importante,triste
vieja me sacaron de la jugada sin ninguna explicacion de verdad,enojo
no tenemos para el arriendo este mes y eso me duele,triste
oye me ignoraron completamente y es agotador,enojo
hoy nada de lo que hago vale la pena otra vez,triste
sinceramente no me puedo sacar esta sensacion de encima y no se que hacer,miedo
ultimamente perdi tiempo en algo que no valio y no puedo evitarlo,enojo
hoy me da mucha pena decirle eso a la gente,miedo
hoy me angustia no saber como interpretar eso y no puedo evitarlo,miedo
fijate que tengo miedo de que me rechacen si digo lo que pienso y no es facil,miedo
hoy me mandaron de una oficina a otra sin solucion pero necesitaba decirlo,enojo
fijate que hoy me senti comodo siendo yo mismo de verdad,feliz
en serio me da miedo que graben algo mio sin permiso la verdad,miedo
la verdad es que tengo panico de perder lo que tengo y me tiene muy nervioso,miedo
hoy me interrumpieron cada vez que hable y me cuesta mucho,enojo
mira me aterra quedar mal frente a todos y no se que hacer,miedo
estoy agotado emocionalmente y me afecta mucho,triste
oye me quede sin trabajo y no se que hacer y no es facil,triste
fijate que hoy fue un dia muy chévere y eso me duele,feliz
es que me aterra quedar mal frente a todos y no es facil,miedo
hoy me ignoraron cuando tenia razon otra vez,enojo
desde hace dias todo esta mal organizado,enojo
estoy muy asustado con lo que dijiste y no puedo calmarlo,miedo
parce me da mucha pena decirle eso a la gente y ya,miedo
tengo panico de fallar frente a todos y ya,miedo
estoy rodeado de gente y me siento solo y es agotador,triste
la verdad es que me indigna tu forma de actuar y eso no esta bien,enojo
estoy muy preocupado por lo que puede venir,miedo
te cuento que hoy descanse muy bien,feliz
que noticia tan buena me dieron sin duda,feliz
hoy me reportaron sin motivo y me bloquearon la cuenta,enojo
no te miento me dieron la nota que esperaba y nadie lo entiende,feliz
no se si lo que estoy haciendo es lo correcto y no es facil,miedo
te digo que que bonito dia fue este para todos de verdad,feliz
resulta que me compre una moto y ya,feliz
ahora mismo me siento sin energia y me afecta mucho,triste
fijate que lei el mensaje diez veces y no se como responder pero ya no puedo mas,miedo
oye me hicieron repetir el tramite tres veces sinceramente,enojo
te cuento que siento que el miedo no me deja avanzar y no lo puedo ocultar,miedo
sinceramente me fue muy mal en el examen,triste
desde hace dias extraño como eran las cosas antes y no lo puedo ocultar,triste
sinceramente aprobe la materia que tenia perdida y no es facil admitirlo,feliz
definitivamente tengo panico todo el tiempo,miedo
no puedo evitar que me aterra la idea de perder todo de verdad,miedo
realmente todo salio excelente ultimamente,feliz
mira me usaron cuando les convenia y despues nada de verdad,enojo
no se si contarte pero me escribieron para disculparse y me alegro y trato de disimularlo,feliz
fijate que estoy muy bravo con lo que paso de verdad,enojo
me tienen muy mamado con esa vuelta parce,enojo
me dejaron hacer todo el trabajo solo sinceramente,enojo
me parece terrible lo que hiciste y me parece muy mal,enojo
no se si contarte pero no quiero mandar el audio por miedo a como sueno y no lo digo seguido,miedo
ahora mismo no duermo de la preocupacion y eso me pesa,miedo
fijate que defendi mi proyecto y quede bien,feliz
quede muy contento con el resultado y no puedo evitarlo,feliz
sinceramente me trataron muy mal sin razon y me tiene mal,enojo
lo que pasa es que me cambiaron el trabajo sin consultarme sinceramente,enojo
en serio que descaro tan grande el de esa gente y ya,enojo
no se si contarte pero nadie me eligio para su equipo y no lo digo seguido,triste
me ignoraron cuando tenia toda la razon y no puedo evitarlo,enojo
sinceramente termine la semana sin ningun problema y no se que hacer,feliz
sinceramente estoy muy asustado por lo que viene y eso me preocupa mucho,miedo
ahora mismo me reconocieron el esfuerzo en el trabajo y me afecta mucho,feliz
lo que pasa es que siento un dolor emocional muy grande,triste
hoy me dejaron de verdad,triste
te cuento que estoy muy mamado de todo y no es facil,triste
me hicieron perder el tiempo esta semana,enojo
me mandaron un mensaje raro y no entiendo que quieren,miedo
no se tengo miedo de equivocarme y arrepentirme despues de verdad,miedo
la verdad no se si voy a poder con esto de verdad,miedo
desde ayer me siento sin energia en este momento,triste
la verdad termine mi tesis y me tiene mal,feliz
hoy me cancelaron a ultimo momento de verdad,enojo
oye nada de lo que hago vale la pena sinceramente,triste
para serte honesto me respondieron con mala actitud sin razon de verdad,enojo
hoy tengo miedo de que me quiten el trabajo,miedo
no te miento me da terror que noten que estoy nervioso y quisiera que alguien me ayudara,miedo
sinceramente no tolero que me trates asi y eso no esta bien,enojo
te cuento que me robaron hoy,enojo
vieja me llegó una carta del juzgado y no se que es,miedo
hoy extraño como eran las cosas antes y me afecta mucho,triste
te cuento que me tiene con los nervios destrozados parce,miedo
la verdad me tiene muy desanimado todo esto,triste
hoy nada me salio bien hoy y es agotador,enojo
es que me da mucho miedo entrar al salon y que todos me miren,miedo
mira me dejaron solo en esto y me tiene mal,triste
sinceramente me siento re bien parce,feliz
estoy muy apenado con lo que resulto,triste
fijate que me escribio la persona que me gusta y es agotador,feliz
oye me da pena hablar en publico y manana me toca,miedo
te juro que que injusto es todo esto y no lo voy a tolerar,enojo
sinceramente me dieron la nota que esperaba y me pesa cargarlo solo,feliz
la verdad me siento increible ultimamente,feliz
sinceramente me angustia no saber si estoy en el camino correcto y me tiene pensando mucho,miedo
ahora mismo me quede callado cuando debi haber hablado y no lo digo seguido,triste
sinceramente tengo miedo de que las cosas empeoren de verdad,miedo
ultimamente estoy realmente indignado y no puedo evitarlo,enojo
definitivamente me siento horrible hoy y me afecta mucho,triste
la verdad me dejo mi novio y estoy muy mal y no es facil,triste
no te miento estrene mi apartamento de verdad,feliz
vieja extraño mucho a las personas que ya no estan,triste
hoy me cobraron de mas sin avisar otra vez,enojo
sinceramente me cobraron de mas y no me quieren devolver la verdad,enojo
siento que voy a fallar manana,miedo
la verdad es que me aterra quedarme sin opciones,miedo
la verdad estrene mi apartamento,feliz
lo que pasa es que me cambiaron el trabajo sin consultarme,enojo
hoy me siento realizado y es agotador,feliz
ultimamente me pusieron en evidencia en un grupo y no se como manejarlo,enojo
no se si contarte pero el profesor me felicito por el trabajo y no se que hacer,feliz
en serio tengo un presentimiento muy malo todo el tiempo,miedo
ultimamente no entiendo como la gente puede ser asi y no es facil,enojo
lo que pasa es que estoy muy ilusionado con lo que viene,feliz
hoy que felicidad tan grande siento ahora en serio,feliz
te cuento que mi pareja me sorprendio y ya,feliz
sinceramente me mandaron un mensaje raro y no entiendo que quieren pero necesitaba decirlo,miedo
te digo que tengo miedo de equivocarme y arrepentirme despues bro,miedo
definitivamente tengo panico y me afecta mucho,miedo
hoy no tenemos para el arriendo este mes y me cuesta mucho,triste
me da miedo decepcionarme a mi mismo men,miedo
mira tengo una entrevista y me muero del susto la verdad,miedo
ahora mismo me interrumpieron todo el tiempo y me afecta mucho,enojo
no quiero nada mas contigo y estoy mal,enojo
desde ayer todo me fastidia todo el tiempo,enojo
sinceramente me siento destruido desde hace dias,triste
la verdad me toca salir tarde y me da miedo en la calle,miedo
hoy tengo un presentimiento muy malo pero no digo nada,miedo
me dijeron que era mi culpa cuando no lo era y ya,enojo
siento una angustia muy grande ahora,miedo
vieja me mintieron descaradamente en la cara,enojo
el partido de colombia salio bien de verdad,feliz
sinceramente el medico me dijo que necesita hablar conmigo,miedo
hoy me toca salir tarde y me da miedo en la calle,miedo
cambiaron todo sin avisarme y me tiene mal,enojo
sinceramente tengo miedo de decepcionar a todos y me tiene mal,miedo
no te miento siempre me pasa lo mismo con las mismas personas pero necesitaba decirlo,enojo
mira ya no somos lo que eramos y eso me entristece parce,triste
oye me tiene muy enojado esa situacion la verdad,enojo
hermano me graduo el sabado en el paraninfo y me tiene mal,feliz
en serio publicaron algo mio sin pedirme permiso y no lo digo seguido,enojo
termino mi relacion pero necesitaba decirlo,triste
es que tengo miedo de caerle mal sin querer,miedo
hoy me alegra que todo haya salido bien y estoy muy contento,feliz
ya me canse de repetirte lo mismo y no lo voy a tolerar,enojo
en serio no quiero mandar el audio por miedo a como sueno de verdad,miedo
hoy odio esta situacion por todo lo que paso,enojo
desde hace dias me paralizo cuando tengo que decidir de verdad,miedo
parce quedamos de una con el plan,feliz
te cuento que me salio el traslado que pedi y no se que hacer,feliz
fijate que no tengo con quien hablar de verdad,triste
es que me tiene con los nervios destrozados la verdad,miedo
te juro que me copiaron el trabajo y lo publicaron como propio y me afecta mucho,enojo
en serio no es la primera vez y eso me tiene agotado sinceramente,enojo
mira tengo miedo de decir algo y que lo malinterpreten y me afecta,miedo
fijate que si me cai en el trabajo,triste
lo que pasa es que me dijeron que me quieren y es agotador,feliz
sinceramente me tocó pagar una multa que no era justa y eso me duele,enojo
fijate que termine todo lo que tenia pendiente y eso me tiene mal,feliz
la verdad me sorprendieron hoy,feliz
vieja me siento re bien parce,feliz
ahora mismo el profesor me felicito por el trabajo y me pesa cargarlo solo,feliz
fijate que no quiero mandar el audio por miedo a como sueno pero ya no puedo mas,miedo
oye siento que nadie me toma en serio sinceramente,enojo
de verdad no te lo voy a perdonar tan facil y punto,enojo
no te miento publico algo que me dejo muy mal y no puedo evitarlo,triste
hermano me cambiaron el turno sin avisarme pero bueno,enojo
sinceramente no puedo creer lo que hicieron de verdad,enojo
la verdad es que termine la semana sin ningun problema y no se que hacer,feliz
fijate que me corrigieron el tono sin escuchar lo que dije y me pesa cargarlo solo,enojo
ahora mismo dije algo que no quise decir y no se como explicarlo y nadie lo entiende,triste
ahora mismo no tuve ganas de comer sinceramente,triste
es que me citaron a declarar y estoy muy nervioso parce,miedo
oye me pusieron en evidencia en un grupo y me afecta mucho,enojo
el resultado me tiene muy angustiado,miedo
