text,emotion
sinceramente estoy harto de todo todo el tiempo,enojo
la verdad todo me fastidia desde hace dias,enojo
mira estoy que no me la creo y no puedo evitarlo,feliz
ultimamente hoy descanse bien por primera vez en mucho tiempo y ya,feliz
me siento muy decaido sin saber por que y quisiera que no fuera así,triste
siempre me pasa lo mismo con las mismas personas y no es facil admitirlo,enojo
desde hace dias tengo miedo de que mi respuesta suene agresiva y me pesa cargarlo solo,miedo
la verdad es que mi grupo de trabajo funciono muy bien y no es facil admitirlo,feliz
la verdad me siento feliz desde hace dias,feliz
te cuento que extraño mucho a las personas que ya no estan parce,triste
no puedo evitar que me asusta mucho no saber que hacer,miedo
en serio consegui apartamento en arriendo bien precio la verdad,feliz
la verdad es que vi que estaba en linea pero no me respondio pero necesitaba decirlo,triste
fijate que por fin me contestaron y no lo digo seguido,feliz
no puedo evitar que estoy muy angustiado con las noticias de hoy,miedo
mira me llegó una carta del juzgado y no se que es y ya,miedo
que irresponsable eres con todo y no lo entiendo,enojo
en serio me da demasiada rabia y estoy cansado,enojo
lo que pasa es que no respetas nada ni a nadie en serio,enojo
la verdad es que siento que estoy muy solo en todo esto y no se como seguir,triste
la verdad tengo miedo de equivocarme y arrepentirme despues men,miedo
para serte honesto me dieron la beca y necesito que alguien me entienda,feliz
mira lo que paso mi grupo de trabajo funciono muy bien de verdad,feliz
desde hace dias me toco el dia libre y eso me pesa,feliz
lo que pasa es que logre lo que queria otra vez,feliz
no te miento hoy me senti comodo siendo yo mismo pero necesitaba decirlo,feliz
oye el partido de colombia salio bien y ya,feliz
te cuento que estoy con las personas que amo todo el tiempo,feliz
en este momento me siento motivado de verdad,feliz
logre cerrar el trato que necesitaba y eso me tiene mal,feliz
men me comi algo rico y me alegro el dia,feliz
no te miento fallecio alguien cercano,triste
definitivamente me siento vacio y me afecta mucho,triste
lo que pasa es que me faltaron el respeto todo el tiempo,enojo
sinceramente me tiene muy triste esta vuelta hermano,triste
me mintieron en mi cara otra vez,enojo
no te miento no es la primera vez y eso me tiene agotado,enojo
hicieron lo que quisieron sin preguntarme nada y eso me duele,enojo
para serte honesto me dejo de seguir en redes sociales pero necesitaba decirlo,triste
desde hace dias me mandaron un mensaje muy agresivo y no lo digo seguido,enojo
es que me siento en paz y ya,feliz
es que me critican las decisiones sin conocer mi situacion,enojo
te cuento que siento que algo esta pasando y nadie me dice que,miedo
la verdad es que me pidieron algo de ultimo momento sinceramente,enojo
de verdad estoy muy emocionado con lo que viene,feliz
lo que pasa es que me enoja mucho lo que dijiste,enojo
fijate que estoy muy cansado de lucharla solo,triste
la verdad es que pude decir lo que sentia sin miedo pero necesitaba decirlo,feliz
fijate que tengo miedo de lo que piensen de mi y me tiene mal,miedo
en este momento todo salio excelente ultimamente,feliz
desde hace dias siento que el miedo no me deja avanzar y es agotador,miedo
la verdad todo cambio de golpe y ya,triste
desde hace dias se burlaron de algo que me costo decir y nadie lo entiende,enojo
ahora mismo me ignoraron cuando trate de explicarme y eso me tiene mal,enojo
la verdad es que el profesor me humillo frente a todos sinceramente,triste
es que no pude ir a la graduacion y no se que hacer,triste
me siento lleno de alegria y no lo puedo creer,feliz
ultimamente tengo miedo de que sea algo grave otra vez,miedo
vieja estoy muy molesto con lo que hicieron pero bueno,enojo
la verdad que descaro tan grande el de esa gente y me cuesta mucho,enojo
la verdad me comi algo rico y me alegro el dia,feliz
desde hace dias me dejo en visto y no respondio sinceramente,triste
te digo que siento que estoy decepcionando a todos men,triste
no se me llego un paquete que habia pedido,feliz
la verdad compre mi primer carro y ya,feliz
la verdad por fin publique lo que venia trabajando,feliz
que dia tan bueno fue este y estoy muy contento,feliz
mira perdi mi negocio y no se como seguir de verdad,triste
te cuento que me dieron la visa y nadie lo sabe,feliz
la verdad es que que alegria me da verte bien de verdad,feliz
en este momento tengo panico y eso me preocupa,miedo
en serio me siento muy bien conmigo mismo y no puedo evitarlo,feliz
en serio me ignoraron cuando tenia toda la razon pero bueno,enojo
no te miento hoy no tuve que fingir que estaba bien y trato de disimularlo,feliz
hoy compre mi primera casa y ya,feliz
te digo que tengo miedo de decir algo y que lo malinterpreten de verdad,miedo
lo que pasa es que me dieron la nota que esperaba y me tiene agotado,feliz
la verdad odio esta situacion y estoy cansado,enojo
desde hace dias me rechazaron y duela mucho y es agotador,triste
hoy no se si voy a poder sostenerme solo de verdad,miedo
ahora mismo todo me hace enojar,enojo
todo lo que construi se cayo y me afecta mucho,triste
es que no puedo dejar de preocuparme pero no digo nada,miedo
tengo miedo de que me rechacen si digo lo que pienso pero bueno,miedo
fijate que tuve que fingir que estaba bien toda la noche y me cuesta mucho,triste
consegui apartamento en arriendo bien precio de verdad,feliz
ultimamente me siento inseguro otra vez,miedo
sinceramente me mintieron descaradamente en la cara y eso me duele,enojo
hoy estoy muy enojado otra vez,enojo
te cuento que el partido de colombia salio bien la verdad,feliz
desde hace dias siento que algo malo va a pasar y necesito que alguien me entienda,miedo
mira no voy a permitir que me hagas eso y no lo voy a tolerar,enojo
lo que pasa es que me tiene completamente harto la verdad,enojo
la verdad termine de pagar mi deuda,feliz
ahora mismo tengo miedo de mandar ese mensaje y que lo tomen mal sinceramente,miedo
en serio me siento muy triste hoy de verdad,triste
ahora mismo ya no tengo fuerzas para nada y ya,triste
la verdad no se si voy a poder con esto y me afecta mucho,miedo
sinceramente dijeron cosas que no son verdad sobre mi y no lo puedo ocultar,enojo
oye me tiene muy cansado esta gente y no puedo evitarlo,enojo
ultimamente quiero estar solo y me afecta mucho,triste
me da pena decirlo pero me senti aceptado como soy y eso me tiene mal,feliz
ahora mismo aprobe la materia que tenia perdida y me pesa cargarlo solo,feliz
me mandaron un mensaje raro y no entiendo que quieren de verdad,miedo
te digo que me dieron acceso a la oportunidad que queria y no puedo evitarlo,feliz
de verdad siento una tristeza que me invade todo y me duele mucho,triste
sinceramente me da mucho miedo estar solo en esto y eso me preocupa mucho,miedo
ahora mismo por fin me contestaron pero necesitaba decirlo,feliz
hoy me pidieron algo de ultimo momento de verdad,enojo
ultimamente no entiendo como la gente puede ser asi y ya,enojo
vieja me tocó madrugar y no dormí nada y encima salio mal y no puedo evitarlo,triste
ya no somos lo que eramos y eso me entristece,triste
parce mi mejor amigo se fue para otro pais y eso me duele,triste
oye me rechazaron y duela mucho todo el tiempo,triste
hoy fue un dia increible de verdad y no es facil,feliz
es que siento un miedo enorme que no puedo controlar y no se que hacer,miedo
es que me preocupa tanto que no puedo dormir de verdad,miedo
oye tengo una entrevista y me muero del susto y es agotador,miedo
hoy quiero estar solo por todo lo que paso,triste
de verdad me decepciona mucho tu actitud,enojo
hoy me tienen harto con esto ultimamente,enojo
realmente siento mucha presion esta semana,miedo
realmente ya no aguanto mas de verdad,enojo
la verdad es que no entendi el tono del mensaje y me confundi pero necesitaba decirlo,triste
sinceramente me dijeron que si y despues que no de verdad,enojo
sinceramente me aterra no tener el control de nada y eso me preocupa mucho,miedo
ultimamente me tratan diferente por ser joven y no se que hacer,enojo
fijate que tengo miedo de lo que piensen de mi y eso me pesa,miedo
siento mucho miedo en este momento y no se que hacer,miedo
desde ayer me siento muy triste desde hace dias,triste
la verdad es que que buen resultado tuvimos hoy de verdad,feliz
me da ansiedad publicar algo y que lo juzguen y me cuesta aceptarlo,miedo
es que tengo un mal presentimiento desde ayer de verdad,miedo
oye hoy me vi bien en el espejo y me gusto,feliz
me regalaron algo que queria hace mucho y me afecta,feliz
me da pena decirlo pero hice algo que me daba miedo y salio bien pero necesitaba decirlo,feliz
parce me tocó pagar una multa que no era justa,enojo
me siento muy bien con lo que hice de verdad,feliz
hoy siento mucha presion otra vez,miedo
fijate que mi grupo hizo el trabajo sin contar conmigo y no se como manejarlo,triste
hoy me exigen resultados sin darme las herramientas,enojo
definitivamente esto me molesta demasiado desde hace dias,enojo
ahora mismo estoy disfrutando mucho ultimamente,feliz
me encontre plata en un bolsillo que no sabia,feliz
la verdad no me puedo quitar esa preocupacion de encima,miedo
es que hoy hice algo que me daba mucho miedo y salio bien,feliz
no se si contarte pero tengo panico de que me pregunten algo frente a todos y no puedo evitarlo,miedo
es que me dieron el viernes libre y me pesa cargarlo solo,feliz
no se me contactaron por mi trabajo y quede feliz y ya,feliz
es que me da susto pedir el favor porque me da pena y nadie lo sabe,miedo
para serte honesto me escribio la persona que me gusta y no puedo evitarlo,feliz
ahora mismo todo me fastidia esta semana,enojo
te cuento que me pusieron a hacer el trabajo de todos y no es facil,enojo
te digo que tengo miedo de tomar una decision y que salga mal,miedo
realmente todo esta empeorando otra vez,triste
la verdad me aterra quedar mal frente a todos y no es facil,miedo
la verdad tengo panico de fallar frente a todos y es agotador,miedo
sinceramente me respondieron con mala cara sin razon,enojo
oye me llamaron de un numero desconocido de verdad,miedo
te juro que me dejo de seguir en redes sociales de verdad,triste
me enferma tu comportamiento y eso no esta bien,enojo
desde ayer siento mucha presion todo el tiempo,miedo
sinceramente nada de lo que hago vale la pena de verdad,triste
mira me dejo mi novio y estoy muy mal de verdad,triste
me pidieron que fuera a recursos humanos,miedo
no te miento manana es el dia y no estoy listo y ya,miedo
oye me invitaron a participar en algo importante y ya,feliz
ultimamente perdi tiempo en algo que no valio,enojo
te digo que siento un vacio muy grande en mi y no se como seguir,triste
es que perdi mi trabajo hoy,triste
en serio siento que cargo con demasiado para mi edad de verdad,triste
fijate que tengo una entrevista y me muero del susto de verdad,miedo
sinceramente todo esta empeorando desde hace dias,triste
en serio mi familia estuvo muy unida hoy,feliz
lo que pasa es que me siento completo todo el tiempo,feliz
sinceramente termine la semana sin ningun problema y no se que hacer,feliz
la verdad siento que la estoy embarrando en todo y me tiene mal,triste
en serio me hablaron muy feo sin ninguna razon y ya,enojo
fijate que algo me dice que las cosas van a cambiar mal y me afecta,miedo
desde ayer tengo miedo de hablar desde hace dias,miedo
hoy me senti muy bien conmigo mismo y me afecta,feliz
cambio su estado y supe que era por mi y no es facil admitirlo,triste
siento un miedo terrible ahora mismo,miedo
la verdad me tiene muy intranquilo todo esto,miedo
te juro que estoy cansado de aparentar que todo esta bien la verdad,triste
sinceramente eres un desconsiderado,enojo
te juro que tengo miedo de que se den cuenta que no entiendo de verdad,miedo
en serio me siento muy bien en este momento sin duda,feliz
es que siento que me estoy quedando sin opciones pero bueno,miedo
mira me produce mucho enojo esto,enojo
estoy muy asustado de tomar esa decision y eso me preocupa mucho,miedo
mira me usaron y despues me ignoraron y no se que hacer,enojo
ultimamente estoy rodeado de gente y me siento solo y es agotador,triste
ultimamente me graduo este mes y necesito que alguien me entienda,feliz
men me dicen que deberia estar agradecido por poco y me tiene pensando mucho,enojo
me dieron una sorpresa muy bonita hoy de verdad,feliz
ya no hablo con alguien que queria mucho de verdad,triste
te digo que hoy el clima estuvo perfecto y ya,feliz
quedamos de una con el plan y eso me duele,feliz
hoy tengo miedo de caerle mal sin querer y me afecta mucho,miedo
hoy tengo miedo de ver lo que me respondieron y no es facil admitirlo,miedo
no se si contarte pero me da terror mostrarme como soy de verdad y me afecta mucho,miedo
la verdad no logre lo que esperaba de verdad,triste
quiero estar solo en este momento,triste
hermano me llamaron para el trabajo en medellin y me cuesta mucho,feliz
hoy me dieron el trabajo que queria,feliz
perdi mi negocio y no se como seguir y no es facil,triste
desde hace dias no supe como responder y ahora me arrepiento,triste
siento un peso en el pecho que no se me quita,miedo
tengo ansiedad por mañana,miedo
bro no puedo creer que hayan hecho eso y me afecta,enojo
te digo que borre todas mis fotos porque no me gustaba nada y ya,triste
quede muy contento con el resultado y no puedo evitarlo,feliz
me salio el primer cliente y no puedo evitarlo,feliz
no se que va a pasar y me aterra y no se que hacer,miedo
no se llegue a los seguidores que queria y no puedo evitarlo,feliz
para serte honesto logre terminar algo que habia dejado pendiente y me afecta mucho,feliz
siento una pena muy grande por eso y quisiera que no fuera así,triste
hoy ya no aguanto mas esa situacion la verdad,enojo
no te miento me faltaron el respeto delante de todos y me cuesta mucho,enojo
no te miento me fallaron cuando mas los necesitaba de verdad,triste
la verdad me eliminaron del grupo sin decir nada de verdad,enojo
desde ayer me siento inseguro todo el tiempo,miedo
te cuento que siento que las cosas mejoran y me tiene mal,feliz
hoy me paraliza no saber cual es el camino correcto bro,miedo
me da pavor la incertidumbre que siento de verdad,miedo
en serio siento que todo el mundo sigue y yo me quede quieto,triste
hoy hoy fue un parche buenisimo y no puedo evitarlo,feliz
no se si contarte pero tengo miedo de que se den cuenta que no entiendo pero ya no puedo mas,miedo
hoy estoy rodeado de gente y me siento solo y me tiene mal,triste
me ignoraron cuando tenia razon y es agotador,enojo
es que me dijeron que si y despues que no y nadie lo sabe,enojo
la verdad es que me pone de buen humor todo hoy y estoy muy agradecido,feliz
fijate que nada de lo que hago vale la pena pero no digo nada,triste
es que tengo panico de enfrentar esto solo,miedo
desde ayer me preocupa el futuro y no se que hacer,miedo
lo que pasa es que perdi algo muy importante y ya,triste
es que tengo miedo de embarrarla con esa decision de verdad,miedo
te cuento que estoy demasiado angustiado para pensar otra vez,miedo
desde hace dias tengo miedo de que me alejen si se dan cuenta como soy y eso me tiene mal,miedo
la verdad me da ansiedad publicar algo y que lo juzguen y nadie lo entiende,miedo
hoy estoy muy ilusionado con lo que viene pero no digo nada,feliz
ultimamente me da mucha rabia esta semana,enojo
es que me da mucho temor el futuro cercano y eso me preocupa mucho,miedo
la verdad capturaron una conversacion privada y la compartieron men,enojo
fijate que me aceptaron en la universidad y no se que hacer,feliz
para serte honesto hoy me senti comodo siendo yo mismo sinceramente,feliz
me da pena decirlo pero me escribieron para disculparse y me alegro y me cuesta mucho,feliz
ultimamente me hicieron perder el tiempo y estoy cansado,enojo
oye hoy no tuve que madrugar y lo disfrute y no es facil,feliz
te cuento que todo esta mal organizado pero no digo nada,enojo
te juro que no puedo creer tu irresponsabilidad sin excusas,enojo
la verdad el transporte salio tardisimo y llegue tarde por eso parce,enojo
me asusta mucho la incertidumbre,miedo
la verdad tengo miedo de tomar una decision y que salga mal y ya,miedo
sinceramente las cosas ya no son como antes la verdad,triste
oye se burlaron de algo que me costo decir y me cuesta mucho,enojo
oye tengo miedo de que las cosas cambien de repente y no puedo evitarlo,miedo
sabes que estoy muy agradecido por todo,feliz
ahora mismo me prometieron que no volveria a pasar y nadie lo entiende,enojo
hoy me preocupa no poder pagar el arriendo el otro mes pero bueno,miedo
men me invitaron a participar en algo importante y ya,feliz
sinceramente me pone muy ansioso pensar en eso la verdad,miedo
fijate que ya no esta la persona que queria y eso me pesa,triste
hoy estoy cansado mentalmente todo el tiempo,triste
me da mucho temor el futuro cercano,miedo
sinceramente tengo un presentimiento muy malo y no lo puedo ocultar,miedo
sinceramente me da una ira terrible en serio,enojo
estoy muy angustiado con todo esto,miedo
la verdad estoy al limite de mi paciencia todo el tiempo,enojo
te cuento que eso me pone muy furioso parce y ya,enojo
la verdad fallecio alguien cercano y ya,triste
hermano el transporte salio tardisimo y llegue tarde por eso y eso me duele,enojo
desde hace dias hice algo que me daba miedo y salio bien y me afecta mucho,feliz
es que me toco irme del barrio que queria la verdad,triste
sinceramente prometieron y no cumplieron y necesito que alguien me entienda,enojo
la verdad hicieron lo que quisieron sin preguntarme nada,enojo
ultimamente estoy disfrutando mucho todo el tiempo,feliz
desde hace dias me duele el alma y no se que hacer,triste
es que me citaron para hablar y no se de que pero bueno,miedo
hoy estoy muy preocupado todo el tiempo,miedo
ultimamente me di cuenta que no me invitaron a la reunion y nadie lo entiende,triste
salimos a rumbear y la pase muy bien y me tiene mal,feliz
hoy extraño mucho a las personas que ya no estan de verdad,triste
definitivamente me siento excelente y me encanta,feliz
estoy muy nervioso por los resultados de verdad,miedo
hermano me toco dejar los estudios por plata y no es facil,triste
me da pena decirlo pero me saco del grupo sin razon,triste
ultimamente pude expresarme sin que me juzgaran y no se como manejarlo,feliz
hoy siempre me pasa lo mismo con las mismas personas y no se como manejarlo,enojo
siento que todo el mundo sigue y yo me quede quieto y me tiene mal,triste
es que me duele el alma y es agotador,triste
no te miento me ofrecieron un mejor cargo de verdad,feliz
es que me da panico equivocarme y que no me perdonen y no se que hacer,miedo
no tengo plan b si esto falla y ya,miedo
hoy me siento motivado en este momento,feliz
no se me canse de esperar que las cosas cambien solas y no se que hacer,triste
lo que pasa es que no aguanto mas esta situacion y no lo entiendo,enojo
ultimamente publico algo que me dejo muy mal sinceramente,triste
mira hoy me senti muy a gusto con todo y no puedo evitarlo,feliz
es que me costo mucho levantarme hoy y es agotador,triste
ultimamente me siento nervioso otra vez,miedo
ultimamente me siento destruido todo el tiempo,triste
bro me salio el primer cliente y no es facil,feliz
es que estoy muy asustado de tomar esa decision y eso me preocupa mucho,miedo
no te miento me usaron y despues me ignoraron la verdad,enojo
me da pena decirlo pero no entiendo nada y me da verguenza preguntar de verdad,triste
honestamente odio esta situacion ultimamente,enojo
hoy hoy me fue de pelos y ya,feliz
oye me cancelaron la cita sin avisar la verdad,enojo
tengo panico de perder lo que tengo y me tiene muy nervioso,miedo
sinceramente me echaron la culpa de lo que salio mal y no es facil admitirlo,enojo
sinceramente me dieron el trabajo que queria pero necesitaba decirlo,feliz
hermano me pone muy ansioso pensar en eso y me tiene mal,miedo
te cuento que siento que algo esta pasando y nadie me dice que sinceramente,miedo
tengo panico de que me pregunten algo frente a todos,miedo
sinceramente me siento vacio por todo lo que paso,triste
lo que pasa es que siento que voy por buen camino pero no digo nada,feliz
no se si voy a poder con lo que viene y ya,miedo
sinceramente estoy disfrutando mucho con todo lo que paso,feliz
oye nadie me escucha y eso me pesa,triste
me dicen que deberia estar agradecido por poco y me cuesta aceptarlo,enojo
sinceramente eso estuvo muy mal de tu parte,enojo
la verdad es que perdi la materia que mas me esforcé de verdad,triste
la verdad desactive mis redes porque me hacian sentir mal bro,triste
parce no me puedo quitar esa preocupacion de encima pero bueno,miedo
que felicidad tan grande siento ahora,feliz
realmente nada tiene sentido y me afecta mucho,triste
todo me da miedo en este momento,miedo
ultimamente todos parecen entender menos yo pero necesitaba decirlo,triste
sinceramente recibi buenas noticias todo el tiempo,feliz
mira saque mi licencia de conducir y ya,feliz
la verdad es que me da pavor la incertidumbre que siento de verdad,miedo
parce me dieron la beca de la universidad publica y me cuesta mucho,feliz
mira lo que paso dije algo que no quise decir y no se como explicarlo y no lo digo seguido,triste
ahora mismo me trataron muy mal sin razon otra vez,enojo
lo que pasa es que me angustia no saber como interpretar eso y me pesa cargarlo solo,miedo
no puedo creer que no voy a tolerar ese comportamiento de verdad,enojo
mira me tiene muy preocupado lo que esta pasando pero bueno,miedo
honestamente me molesta tu falta de consideracion de verdad,enojo
la verdad es que tengo miedo de que mi respuesta suene agresiva y no se que hacer,miedo
hoy ya no quiero hablar de eso porque nadie entiende la verdad,triste
hicimos sancocho en familia y fue muy rico y no se que hacer,feliz
sinceramente me fui de la reunion antes porque no podia mas y me tiene agotado,triste
me mandaron de una oficina a otra sin solucion sinceramente,enojo
sinceramente sali del pais por primera vez y me tiene mal,feliz
hoy nada tiene sentido en este momento,triste
realmente me hicieron perder el tiempo en este momento,enojo
que mal comportamiento tienes de verdad,enojo
te cuento que me tiene muy desanimado todo esto de verdad,triste
en serio que dia tan exitoso fue hoy en serio,feliz
la verdad me dieron informacion falsa,enojo
en este momento todo esta mejorando en este momento,feliz
hoy me preocupa el futuro ultimamente,miedo
sinceramente fuimos a la finca y fue muy bacano,feliz
definitivamente ya me canse de esto y me afecta mucho,enojo
en serio que situacion tan frustrante esta y no lo voy a tolerar,enojo
desde ayer me encanta este momento,feliz
ahora mismo me dijeron que cambie como si estuviera mal ser yo y quisiera que alguien me ayudara,triste
me da cosa pensar en lo que puede pasar si esto no sale bien,miedo
te cuento que me llamaron para el trabajo en medellin y eso me duele,feliz
no te miento tengo miedo de que me juzguen todo el tiempo,miedo
ultimamente me siento motivado con todo lo que paso,feliz
es que me da terror que noten que estoy nervioso y me tiene agotado,miedo
es que me tienes cansado con eso,enojo
me asusta mucho lo que podria pasar y no se que hacer,miedo
no te miento manana tengo una prueba importante y estoy nervioso y es agotador,miedo
me da muy duro enfrentar esa conversacion y no se que hacer,miedo
no te miento me graduo el sabado en el paraninfo parce,feliz
te digo que siento un vacio enorme dentro de mi,triste
de verdad siento un vacio enorme dentro de mi,triste
es que me asusta mucho lo que podria pasar,miedo
me eliminó de sus contactos sin decir nada y nadie lo entiende,triste
no te miento me dejo en visto y no respondio y trato de disimularlo,triste
hoy mi familia se fue a vivir lejos y me siento solo y no es facil,triste
oye fallecio alguien cercano,triste
no te miento hoy me senti muy a gusto con todo,feliz
desde hace dias hoy todo fluyo bien todo el tiempo,feliz
mira no me dejaron terminar de hablar pero bueno,enojo
para serte honesto me escribieron solo para reclamarme y eso me tiene mal,enojo
fijate que me tocó pagar una multa que no era justa y no se que hacer,enojo
ultimamente hoy me vi bien en el espejo y me gusto men,feliz
sinceramente me tiene muy irritado todo esto hermano,enojo
tengo miedo de que me vaya mal en las parciales y no puedo evitarlo,miedo
ultimamente me pusieron el visto y luego respondieron bien pero ya no puedo mas,feliz
ultimamente todo esta mejorando desde hace dias,feliz
desde hace dias vi que estaba en linea pero no me respondio y nadie lo entiende,triste
te cuento que me dijeron que me quieren y necesito que alguien me entienda,feliz
parce mi familia se fue a vivir lejos y me siento solo,triste
ahora mismo estoy agotado emocionalmente todo el tiempo,triste
no se si contarte pero me da terror que noten que estoy nervioso y no puedo evitarlo,miedo
es que hoy no tengo que trabajar la verdad,feliz
ultimamente me tiene muy molesto que nadie haga nada,enojo
sinceramente me produce rabia pensar en lo que hiciste y eso no esta bien,enojo
de verdad estas actuando muy mal en serio,enojo
tengo miedo de que se den cuenta que no entiendo y me tiene agotado,miedo
sinceramente sali del pais por primera vez y no puedo evitarlo,feliz
sinceramente tengo ansiedad y no puedo dormir,miedo
oye me tiene angustiado no saber que va a pasar y no lo puedo ocultar,miedo
oye me fallaron cuando mas los necesitaba y no lo puedo ocultar,triste
la verdad todo lo que construi se cayo otra vez,triste
la verdad estoy muy bravo con lo que paso la verdad,enojo
hoy me siento desconectado de todo y necesito que alguien me entienda,triste
hoy me da ansiedad abrir ese chat y no se como manejarlo,miedo
me tiene muy molesto que nadie haga nada y no es facil,enojo
eso no estuvo bien para nada y no lo voy a tolerar,enojo
sinceramente me mandaron un mensaje raro y no entiendo que quieren y nadie lo sabe,miedo
lo que pasa es que tengo miedo de decepcionar a todos y no se que hacer,miedo
realmente estoy muy emocionado y no se que hacer,feliz
en este momento no aguanto mas y me afecta mucho,enojo
honestamente que descarado eres en serio y eso no esta bien,enojo
lo que pasa es que me hicieron una videollamada sorpresa y me cuesta mucho,feliz
oye consegui apartamento en arriendo bien precio,feliz
mira hoy llore sin saber por que pero no digo nada,triste
te cuento que se llevaron el credito de lo que yo hice pero no digo nada,enojo
ultimamente me da ansiedad abrir ese chat y me pesa cargarlo solo,miedo
sinceramente hice algo que me daba miedo y salio bien y no es facil admitirlo,feliz
es que me mandaron un audio muy lindo y me pesa cargarlo solo,feliz
oye que impotencia siento ahora de verdad,enojo
sinceramente me toco dejar los estudios por plata y me tiene mal,triste
sinceramente por fin me compre lo que queria pero necesitaba decirlo,feliz
te cuento que me siento orgulloso de donde estoy y ya,feliz
hoy que buen trabajo hiciste hoy,feliz
fijate que me tiene muy enojado esa situacion,enojo
ahora mismo me siento destruido por todo lo que paso,triste
desde hace dias me da panico equivocarme y que no me perdonen pero ya no puedo mas,miedo
lo que pasa es que mi grupo de trabajo funciono muy bien sinceramente,feliz
te juro que aprobe la materia que tenia perdida y trato de disimularlo,feliz
para serte honesto no es la primera vez y eso me tiene agotado y nadie lo entiende,enojo
sinceramente siento una ansiedad muy fuerte ahora,miedo
en serio no puedo dejar de preocuparme sinceramente,miedo
no te miento me fue bien en el icfes y me tiene mal,feliz
ahora mismo me da terror mostrarme como soy de verdad y me cuesta mucho,miedo
lo que pasa es que me hablaron muy mal y me afecta mucho,enojo
es que estoy muy ilusionado con lo que viene la verdad,feliz
ahora mismo hice algo que me daba miedo y salio bien y me afecta mucho,feliz
fijate que hoy no tuve que fingir que estaba bien y trato de disimularlo,feliz
si esto no funciona no se que voy a hacer y nadie lo sabe,miedo
definitivamente me siento motivado todo el tiempo,feliz
ultimamente desactive mis redes porque me hacian sentir mal pero bueno,triste
la verdad me dieron informacion falsa y nadie lo sabe,enojo
es que siento que el tiempo se me acaba y no he hecho nada y no puedo evitarlo,miedo
es que me pusieron a hacer el trabajo de todos y me cuesta mucho,enojo
hoy me echaron la culpa de algo que no hice y es agotador,enojo
sinceramente perdi algo muy importante y eso me pesa,triste
ultimamente no logre lo que esperaba y no puedo evitarlo,triste
fijate que siento que cargo con demasiado para mi edad y nadie lo entiende,triste
me da susto pedir el favor porque me da pena y ya,miedo
me dijeron que era mi culpa cuando no lo era,enojo
te digo que siento un temor muy grande ahora mismo,miedo
tengo miedo de no poder manejar esto y no se que hacer,miedo
en serio nadie me escucha de verdad,triste
estoy demasiado molesto,enojo
no puedo creer que no entiendo como puedes actuar asi y no lo voy a tolerar,enojo
desde hace dias no me merecia este trato de verdad,enojo
lo que pasa es que me mintieron en mi cara pero no digo nada,enojo
la verdad me da demasiada rabia y eso empeora todo,enojo
en serio me toco vender el carro que tanto queria hermano,triste
sinceramente me siento muy bien conmigo mismo y me tiene mal,feliz
te cuento que me cancelaron a ultimo momento y no lo puedo ocultar,enojo
fijate que dije algo que no quise decir y no se como explicarlo y me pesa cargarlo solo,triste
te digo que estoy muy contento con los avances en serio,feliz
fijate que no se si voy a poder con esto pero no digo nada,miedo
realmente tengo miedo de fallar y no se que hacer,miedo
me dicen que deberia estar agradecido por poco de verdad,enojo
fijate que tengo panico de fallar frente a todos y me afecta mucho,miedo
mira lo que paso cargue con toda la responsabilidad del grupo y quisiera que alguien me ayudara,enojo
es que me da pavor pensar en eso,miedo
siento que estoy decepcionando a todos y nadie lo entiende,triste
me citaron a declarar y estoy muy nervioso,miedo
en serio el partido de colombia salio bien y nadie lo sabe,feliz
hoy se fue mi gato hoy,triste
fijate que no duermo de la preocupacion y necesito que alguien me entienda,miedo
que buena racha estoy teniendo en serio,feliz
desde hace dias me graduo este mes la verdad,feliz
en serio gane el concurso y me tiene mal,feliz
no se si contarte pero me paraliza la idea de tener que hablar en grupo y no es facil admitirlo,miedo
te cuento que me asusta mucho lo que esta pasando en el barrio hermano,miedo
oye hoy fue mejor de lo que esperaba y me afecta,feliz
sinceramente me fue bien en el icfes de verdad,feliz
para serte honesto me da miedo ir al medico y no se que hacer,miedo
ultimamente me tienen harto con esto esta semana,enojo
la verdad es que me ofrecieron un mejor cargo y no se como manejarlo,feliz
fijate que mi familia se fue a vivir lejos y me siento solo y me tiene mal,triste
la verdad siento que el miedo no me deja avanzar y no se que hacer,miedo
me hablaron muy feo sin ninguna razon y no se que hacer,enojo
ahora mismo me siento lleno de energia con todo lo que paso,feliz
es que me siento muy achantado hoy y eso me duele,triste
fijate que todo me genera ansiedad ultimamente y me afecta mucho,miedo
hermano me hablaron muy feo sin ninguna razon,enojo
me piden experiencia para un trabajo de principiante bro,enojo
me dejo mi novia y estoy muy bajoneado y ya,triste
no voy a permitir que me hagas eso y eso no esta bien,enojo
sinceramente todo me da miedo ultimamente,miedo
para serte honesto me asusta que piensen que soy raro y quisiera que alguien me ayudara,miedo
sinceramente mi abuela ya no esta la verdad,triste
lo que pasa es que me tiene completamente harto pero no digo nada,enojo
para serte honesto me etiquetaron en algo que me alegro el dia y me cuesta mucho,feliz
cumpli la meta que me habia puesto,feliz
ultimamente me siento orgulloso todo el tiempo,feliz
me da pena decirlo pero me senti aceptado como soy y no se como manejarlo,feliz
hoy me costo mucho levantarme hoy y eso me pesa,triste
mi familia esta pasando un momento muy dificil y no puedo evitarlo,triste
ultimamente me paralizo cuando tengo que decidir la verdad,miedo
