text,emotion
desde ayer me siento vacio esta semana,triste
tengo mucho miedo de lo desconocido,miedo
sinceramente todo me pone mal ultimamente,triste
me da terror no saber que va a pasar y no puedo calmarlo,miedo
sinceramente no puedo con esta rabia que siento,enojo
de verdad que mal comportamiento tienes sin excusas,enojo
no puedo evitar que me asusta mucho pensar en el futuro de verdad,miedo
hoy me siento excelente hoy desde hace dias,feliz
me da una bronca tremenda sin excusas,enojo
hoy me siento muy bien en este momento y estoy muy agradecido,feliz
no puedo creer que eres una persona muy egoista y ya me canse,enojo
ultimamente no se que va a pasar desde hace dias,miedo
la verdad recibi buenas noticias ultimamente,feliz
ultimamente hoy fue maravilloso esta semana,feliz
en este momento tengo mucho miedo en este momento,miedo
me indigna mucho tu comportamiento y me parece muy mal,enojo
sinceramente no puedo mas con esta situacion y me parece muy mal,enojo
la verdad es que estoy muy angustiado con todo esto y no se que hacer,miedo
estoy muy contento con lo que paso sin duda,feliz
tengo panico todo el tiempo,miedo
estoy muy contento con mi progreso sin duda,feliz
siento una pena muy grande por eso de verdad,triste
me da una bronca tremenda de verdad,enojo
ultimamente estoy harto de esto todo el tiempo,enojo
es que no se puede confiar en ti y me parece muy mal,enojo
realmente odio esta situacion por todo lo que paso,enojo
me tienen harto con esto ultimamente,enojo
no puedo creer que que manera tan irresponsable de actuar y eso no esta bien,enojo
en este momento tengo panico ultimamente,miedo
la verdad me siento inseguro esta semana,miedo
en este momento no quiero salir solo todo el tiempo,miedo
estoy muy asustado con lo que se avecina y no se que hacer,miedo
en serio siento una tristeza profunda que no pasa,triste
realmente ya no aguanto mas y estoy cansado,enojo
siento una pena muy grande ahora,triste
ahora mismo estoy demasiado cansado desde hace dias,triste
sinceramente nada tiene sentido en este momento,triste
en este momento me siento vacio otra vez,triste
no puedo creer que me indigna tu forma de actuar y ya me canse,enojo
es que no puedo mas con esta situacion en serio,enojo
en serio que dia tan especial fue hoy para todos y estoy muy contento,feliz
definitivamente estoy muy contento y me encanta,feliz
realmente me preocupa demasiado esto en este momento,miedo
la verdad es que me duele mucho haberlo perdido de verdad,triste
hoy hoy fue un mal dia en este momento,triste
realmente me preocupa demasiado esto y me afecta mucho,miedo
me da mucho miedo estar solo en esto y no se que hacer,miedo
me entristece mucho la situacion,triste
en serio que bonito momento vivimos hoy y es lo mejor que me paso,feliz
definitivamente estoy muy contento de verdad,feliz
en serio estoy muy contento con mi progreso sin duda,feliz
sinceramente estoy muy nervioso y asustado por todo,miedo
sabes que me siento muy bien con lo que hice sin duda,feliz
estoy muy asustado y no se que hacer,miedo
me frustra muchisimo esto sin excusas,enojo
lo que pasa es que me entristece mucho pensar en eso y me duele mucho,triste
ultimamente todo esta saliendo bien con todo lo que paso,feliz
estoy muy satisfecho con todo y no lo puedo creer,feliz
me da miedo no estar preparado y eso me preocupa mucho,miedo
es que estoy muy asustado y no se que hacer y eso me preocupa mucho,miedo
sinceramente estoy emocionado de verdad,feliz
ahora mismo me siento muy feliz esta semana,feliz
me da terror pensar en esa posibilidad y no puedo calmarlo,miedo
me da terror no saber que va a pasar,miedo
definitivamente estoy muy preocupado en este momento,miedo
lo que pasa es que que desconsiderado eres siempre y ya me canse,enojo
te juro que me frustras mucho con eso,enojo
ahora mismo estoy muy emocionado en este momento,feliz
en este momento todo me fastidia en este momento,enojo
siento una ansiedad tremenda ahora y me tiene muy nervioso,miedo
me siento muy triste y sin motivacion,triste
estoy muy angustiado por todo esto y me tiene muy nervioso,miedo
ahora mismo me siento excelente hoy todo el tiempo,feliz
no te lo voy a perdonar tan facil y eso no esta bien,enojo
desde ayer me siento incomodo con esto esta semana,miedo
en serio me siento muy mal emocionalmente y no se como seguir,triste
eso no estuvo bien para nada y no lo voy a tolerar,enojo
siento una tristeza muy profunda de verdad,triste
me irritas con ese comportamiento y no lo voy a tolerar,enojo
sinceramente tengo ansiedad ultimamente,miedo
que rabia me da todo esto,enojo
siento un vacio enorme dentro de mi,triste
lo que es cierto es que me alegra ver que todo salio bien y estoy muy agradecido,feliz
de verdad que dia tan maravilloso fue hoy sin duda,feliz
en serio todo me irrita desde hace dias,enojo
honestamente me tienes harto de verdad y punto,enojo
sinceramente siento un dolor muy grande en el pecho y quisiera que no fuera así,triste
hoy me siento increible desde hace dias,feliz
desde ayer me preocupa el futuro en este momento,miedo
definitivamente todo esta saliendo bien y eso me alegra,feliz
sinceramente estoy muy triste y no se que hacer,triste
me saca de quicio esa actitud y no lo voy a tolerar,enojo
tengo ansiedad por lo que viene otra vez,miedo
en este momento me siento furioso otra vez,enojo
desde ayer todo salio excelente otra vez,feliz
definitivamente tengo miedo de fallar y no se que hacer,miedo
realmente todo esta empeorando esta semana,triste
ahora mismo me sacaron la paciencia desde hace dias,enojo
la verdad me siento vulnerable ultimamente,miedo
ultimamente estoy pasando un gran momento esta semana,feliz
estoy muy feliz con el resultado y estoy muy agradecido,feliz
no puedo evitar que siento un temor muy grande ahora mismo,miedo
la verdad es que siento panico de lo que puede ocurrir y eso me preocupa mucho,miedo
ahora mismo estoy disfrutando mucho y me encanta,feliz
te digo que siento una inquietud muy grande ahora y eso me preocupa mucho,miedo
no puedo creer que eres muy desconsiderado con los demas y eso no esta bien,enojo
estoy muy apenado y no puedo superarlo y no se como seguir,triste
definitivamente me sacaron la paciencia esta semana,enojo
la verdad que problema tan absurdo en este momento,enojo
la verdad es que no puedo creer tanta irresponsabilidad y no lo entiendo,enojo
realmente estoy pasando un gran momento otra vez,feliz
me siento vacio esta semana,triste
es que tengo miedo de cometer un error grave,miedo
la verdad me siento lleno de energia en este momento,feliz
ultimamente me siento motivado y no se que hacer,feliz
ultimamente quiero estar solo y me afecta mucho,triste
hoy estoy muy preocupado en este momento,miedo
en serio que dia tan bueno fue hoy,feliz
sinceramente no entiendo tu actitud para nada en serio,enojo
no puedo creer que me molesta tu falta de consideracion,enojo
sinceramente tengo panico desde hace dias,miedo
la verdad esto arruino mi dia esta semana,enojo
ya me colmaste la paciencia y punto,enojo
sabes que estoy muy agradecido por todo en serio,feliz
desde ayer todo me afecta demasiado ultimamente,triste
de verdad estoy en el mejor momento de mi vida,feliz
la verdad tengo ansiedad todo el tiempo,miedo
definitivamente me da mucha rabia y me afecta mucho,enojo
hoy ya no se que hacer y me afecta mucho,triste
me tienen harto con tanta mentira y me parece muy mal,enojo
definitivamente me siento incomodo con esto ultimamente,miedo
la verdad es que me alegra muchisimo lo que paso,feliz
que fastidio me da esta situacion en serio,enojo
no puedo evitar que estoy muy preocupado por lo que puede venir y no se que hacer,miedo
no soporto esta situacion,enojo
desde ayer nada tiene sentido por todo lo que paso,triste
sinceramente todo salio excelente ultimamente,feliz
siento panico de enfrentar lo que viene,miedo
la verdad es que no voy a tolerar ese comportamiento en serio,enojo
no puedo evitar que estoy muy nervioso por los resultados,miedo
sinceramente todo me hace enojar,enojo
ultimamente me siento destruido ultimamente,triste
hoy me da demasiada rabia y estoy cansado,enojo
lo que es cierto es que me alegra mucho haberte visto hoy,feliz
en serio estoy muy feliz con mi vida y no lo puedo creer,feliz
te digo que estoy muy asustado con la situacion y eso me preocupa mucho,miedo
sinceramente me decepciono mucho lo que hiciste,enojo
la verdad es que eso estuvo muy mal de tu parte,enojo
ahora mismo me preocupa el futuro por todo lo que pasa,miedo
lo que es cierto es que que maravilloso momento estoy viviendo sin duda,feliz
sinceramente estoy muy contento hoy,feliz
es que me asusta mucho la situacion actual,miedo
estoy muy bajoneado con todo y no se como seguir,triste
en serio estoy muy alegre con lo que vivo y estoy muy agradecido,feliz
hoy todo esta funcionando bien,feliz
tengo panico de no salir de esto,miedo
sabes que me siento muy feliz ahora mismo en serio,feliz
sinceramente no soporto esta situacion ultimamente,enojo
sinceramente todo me da miedo,miedo
hoy que buen dia tuve hoy en serio,feliz
la verdad estoy muy preocupado por todo lo que paso,miedo
honestamente que rabia me da todo esto,enojo
te digo que estoy lleno de energia y alegria de verdad,feliz
no puedo creer que me decepciona mucho tu actitud y punto,enojo
definitivamente recibi buenas noticias por todo lo que paso,feliz
estoy muy triste con la situacion actual y me duele mucho,triste
hoy me siento nervioso otra vez,miedo
todo esta empeorando en este momento,triste
en este momento todo esta mejorando esta semana,feliz
estoy muy alegre con lo que vivo y estoy muy contento,feliz
ahora mismo me siento decepcionado y no se que hacer,triste
tengo un miedo muy grande en este momento y no se que hacer,miedo
te juro que me saca de quicio esa actitud,enojo
realmente todo me afecta demasiado todo el tiempo,triste
definitivamente estoy temblando de nervios por todo lo que paso,miedo
eso no estuvo bien para nada y eso no esta bien,enojo
la verdad es que estoy muy triste y sin animo de nada y no lo puedo superar,triste
me duele mucho haber llegado a esto y no lo puedo superar,triste
ahora mismo estoy realmente frustrado y no se que hacer,enojo
es que me tienes agotado con tus cosas en serio,enojo
tengo miedo de no poder salir adelante y no se que hacer,miedo
sinceramente me sacaron la paciencia por todo lo que paso,enojo
desde ayer me siento motivado desde hace dias,feliz
definitivamente esto arruino mi dia en este momento,enojo
te juro que que caradureza la tuya y ya me canse,enojo
tengo mucho miedo esta semana,miedo
la verdad me siento derrotado y me afecta mucho,triste
de verdad estoy muy apenado por todo lo que perdí de verdad,triste
de verdad estoy muy agradecido por este momento sin duda,feliz
siento un dolor emocional muy grande,triste
sinceramente siento una inquietud constante ahora,miedo
definitivamente estoy agotado emocionalmente ultimamente,triste
que buena noticia me dieron hoy,feliz
lo que pasa es que me decepciona mucho tu actitud y eso no esta bien,enojo
sinceramente me duele el corazon con lo que paso y no se como seguir,triste
no puedo evitar que estoy muy asustado de tomar esa decision y eso me preocupa mucho,miedo
honestamente me saca de quicio esa actitud,enojo
la verdad es que no voy a seguir tolerando esto y eso no esta bien,enojo
me siento muy contento con la vida,feliz
es que siento una inquietud que no me deja tranquilo,miedo
no puedo creer tu irresponsabilidad y no lo voy a tolerar,enojo
me siento excelente hoy en este momento,feliz
me duele mucho lo que significa esto,triste
que buena noticia me dieron hoy y estoy muy contento,feliz
de verdad eso estuvo muy mal de tu parte en serio,enojo
la verdad me preocupa demasiado esto en este momento,miedo
tengo miedo de que lo peor esta por venir y no se que hacer,miedo
sinceramente me da mucho miedo enfrentar esta situacion y no se que hacer,miedo
definitivamente estoy demasiado molesto desde hace dias,enojo
desde ayer me siento orgulloso y no se que hacer,feliz
en este momento todo salio excelente otra vez,feliz
definitivamente todo me irrita y me afecta mucho,enojo
no puedo evitar que siento mucho miedo en este momento y me tiene muy nervioso,miedo
de verdad estoy muy apenado por lo sucedido y quisiera que no fuera así,triste
no voy a tolerar esto mas y no lo entiendo,enojo
sinceramente estoy demasiado cansado en este momento,triste
estoy muy nervioso y asustado y me tiene muy nervioso,miedo
en serio estoy muy bajoneado sin poder levantarme,triste
hoy estoy agotado emocionalmente desde hace dias,triste
siento un temor muy grande ahora mismo y eso me preocupa mucho,miedo
en este momento me siento inseguro por todo lo que paso,miedo
honestamente no puedo con esta rabia que siento,enojo
estoy muy emocionado con el futuro y estoy muy contento,feliz
realmente me preocupa el futuro y eso me preocupa,miedo
tengo miedo de hablar todo el tiempo,miedo
es que siento una rabia horrible ahora mismo y no lo entiendo,enojo
tengo miedo de que lo peor esta por venir y eso me preocupa mucho,miedo
ultimamente me siento muy triste por todo lo que paso,triste
sinceramente me siento muy decaido sin saber por que y me duele mucho,triste
la verdad es que siento panico cada vez que pienso en eso y no puedo calmarlo,miedo
ahora mismo esto arruino mi dia en este momento,enojo
realmente me siento destruido y me duele mucho,triste
sabes que estoy muy emocionado con lo que viene de verdad,feliz
realmente recibi buenas noticias otra vez,feliz
siento panico de lo que puede ocurrir,miedo
desde ayer me siento excelente hoy por todo lo que paso,feliz
ultimamente odio esta situacion y eso empeora todo,enojo
es que estoy muy nervioso con esta situacion y me tiene muy nervioso,miedo
ultimamente me preocupa el futuro y no puedo dormir,miedo
siento una pena enorme que no pasa y me duele mucho,triste
sinceramente estoy muy angustiado con todo esto,miedo
de verdad estas actuando muy mal y eso no esta bien,enojo
realmente estoy muy preocupado desde hace dias,miedo
te digo que estoy muy bajo de animo hoy,triste
ahora mismo estoy disfrutando mucho ultimamente,feliz
me siento muy decaido sin saber por que,triste
que dia tan maravilloso fue hoy en serio,feliz
la verdad estoy demasiado molesto desde hace dias,enojo
de verdad me entristece ver como cambiaron las cosas y no lo puedo superar,triste
la verdad es que que buen momento para estar feliz en serio,feliz
definitivamente me siento furioso todo el tiempo,enojo
ultimamente estoy temblando de nervios esta semana,miedo
la verdad es que me da ira tu actitud de verdad,enojo
tengo panico de no salir de esto,miedo
sinceramente me duele mucho lo que esta pasando y no lo puedo superar,triste
no puedo evitar que siento una ansiedad muy fuerte ahora y no se que hacer,miedo
siento mucha angustia en este momento y me tiene muy nervioso,miedo
te juro que me tienes harto de verdad y ya me canse,enojo
desde ayer estoy realmente frustrado todo el tiempo,enojo
hoy esto arruino mi dia y eso empeora todo,enojo
honestamente no voy a tolerar esto mas y no lo voy a tolerar,enojo
te digo que tengo una angustia enorme en este momento,miedo
estoy muy asustado de perder lo que amo,miedo
me siento increiblemente bien,feliz
ultimamente estoy cansado mentalmente todo el tiempo,triste
hoy me siento motivado ultimamente,feliz
estoy muy decaido y sin fuerzas y quisiera que no fuera así,triste
en serio estoy muy triste con la situacion actual,triste
realmente esto me molesta mucho otra vez,enojo
estoy muy triste con lo que me conto y no lo puedo superar,triste
en serio me duele mucho lo que dijiste,triste
lo que pasa es que que injusto es todo esto,enojo
hoy odio esta situacion desde hace dias,enojo
desde ayer me preocupa el futuro otra vez,miedo
siento demasiado temor todo el tiempo,miedo
siento panico cuando pienso en eso,miedo
en este momento todo esta empeorando,triste
eres la persona mas egoista que conozco,enojo
te digo que me da mucho miedo el futuro,miedo
que desconsiderado eres siempre,enojo
desde ayer me siento vacio ultimamente,triste
la verdad hoy fue un mal dia por todo lo que paso,triste
que buen trabajo hiciste hoy,feliz
definitivamente tengo panico y no se que hacer,miedo
te juro que me produce rabia pensar en lo que hiciste sin excusas,enojo
hoy estoy demasiado molesto y eso empeora todo,enojo
definitivamente estoy cansado mentalmente esta semana,triste
la verdad es que me aterra pensar en perder el control y me tiene muy nervioso,miedo
en este momento me siento derrotado por todo lo que paso,triste
que maravilloso momento estoy viviendo y estoy muy agradecido,feliz
siento una tristeza muy grande ahora,triste
hoy me siento muy triste otra vez,triste
no voy a tolerar esto mas y eso no esta bien,enojo
me siento muy triste hoy y no lo puedo superar,triste
la verdad me preocupa el futuro por todo lo que pasa,miedo
realmente me siento horrible todo el tiempo,triste
te digo que estoy muy triste y sin animo de nada de verdad,triste
me asusta mucho la situacion actual,miedo
realmente todo me hace enojar otra vez,enojo
te digo que siento una angustia muy grande ahora y me tiene muy nervioso,miedo
de verdad me decepciona mucho tu actitud y no lo voy a tolerar,enojo
sabes que que buen dia tuve hoy en serio,feliz
me siento muy bien con lo que hice,feliz
la verdad estoy temblando de nervios esta semana,miedo
honestamente estoy harto de esto y estoy cansado,enojo
hoy no tengo ganas de nada,triste
que manera tan irresponsable de actuar y me parece muy mal,enojo
siento una pena muy grande por eso de verdad,triste
me siento vacio y me afecta mucho,triste
ahora mismo siento demasiado temor y me afecta mucho,miedo
sinceramente me siento destruido,triste
hoy que dia tan especial fue hoy para todos,feliz
es que siento mucha ansiedad por lo desconocido y eso me preocupa mucho,miedo
en este momento me preocupa el futuro en este momento,miedo
me siento destruido en este momento,triste
siento un vacio muy grande en mi de verdad,triste
ahora mismo me siento muy triste y no se que hacer,triste
siento mucho miedo en este momento y no se que hacer,miedo
desde ayer estoy demasiado preocupado,miedo
hoy me siento excelente con todo lo que paso,feliz
hoy hoy fue un gran dia y no se que hacer,feliz
desde ayer me siento derrotado esta semana,triste
estoy muy nervioso y no puedo calmarme de verdad,miedo
ultimamente esto es injusto desde hace dias,enojo
la verdad me preocupa el futuro por todo lo que pasa,miedo
te juro que no puedo creer que hayas hecho eso y ya me canse,enojo
la verdad es que me siento muy solo en este momento,triste
estoy muy triste por la noticia,triste
me tienen harto con esto y me afecta mucho,enojo
sinceramente estoy muy asustado con lo que se avecina y eso me preocupa mucho,miedo
en serio estoy muy apagado sin poder sonreir y no se como seguir,triste
hoy tengo ansiedad y no se que hacer,miedo
de verdad que dia tan especial fue hoy y no lo puedo creer,feliz
tengo temor de que todo salga mal,miedo
en serio me siento muy agradecido con la vida en serio,feliz
en serio estoy muy apagado sin poder sonreir,triste
ultimamente estoy harto de todo desde hace dias,enojo
de verdad estoy muy contento con el resultado y no lo puedo creer,feliz
en este momento tengo mucho miedo esta semana,miedo
ahora mismo estoy muy preocupado y no puedo dormir,miedo
ahora mismo me encanta este momento por todo lo que paso,feliz
ahora mismo me siento vulnerable y no se que hacer,miedo
ya basta con esa actitud y ya me canse,enojo
mira me enfurece tu actitud en serio,enojo
me aterra no tener el control de nada y no puedo calmarlo,miedo
sinceramente todo esta mejorando y eso me alegra,feliz
no puedo evitar que siento un temor muy grande ahora mismo,miedo
sinceramente tengo miedo de que las cosas empeoren y me tiene muy nervioso,miedo
sinceramente estoy muy emocionado desde hace dias,feliz
realmente me siento decepcionado,triste
lo que pasa es que siento una pena muy grande ahora y me duele mucho,triste
sinceramente estoy muy preocupado ultimamente,miedo
desde ayer todo me fastidia esta semana,enojo
de verdad no puedo con esta rabia que siento,enojo
realmente todo salio excelente ultimamente,feliz
siento una melancolía muy profunda de verdad,triste
es que tengo temor de que todo salga mal y me tiene muy nervioso,miedo
sinceramente todo esta mejorando y me afecta mucho,feliz
estoy muy agradecido por todo,feliz
ahora mismo estoy demasiado molesto de verdad,enojo
hoy odio esta situacion y eso empeora todo,enojo
te juro que me cansa tu falta de madurez,enojo
tengo miedo de no poder manejar esto y no se que hacer,miedo
me entristece mucho esta situacion de verdad,triste
te digo que tengo un presentimiento muy malo de verdad,miedo
me siento vacio,triste
ultimamente estoy muy emocionado y no se que hacer,feliz
en este momento esto es injusto todo el tiempo,enojo
me da terror pensar que no hay salida,miedo
hoy me siento muy triste desde hace dias,triste
te digo que siento una melancolia muy grande ahora,triste
la verdad estoy harto de todo esta semana,enojo
sinceramente todo esta saliendo bien en este momento,feliz
estoy muy apagado y sin motivacion y me duele mucho,triste
estoy muy asustado con lo que dijiste y no se que hacer,miedo
te digo que estoy muy nervioso de cara a lo que viene de verdad,miedo
oye que irresponsable eres con todo y me parece muy mal,enojo
mira me cansa tu falta de madurez y me parece muy mal,enojo
me duele mucho lo que ocurrio,triste
ultimamente estoy muy enojado y no se que hacer,enojo
siento un temor constante que no desaparece de verdad,miedo
de verdad me duele mucho haber llegado a esto y quisiera que no fuera así,triste
siento una angustia muy grande ahora y me tiene muy nervioso,miedo
en serio siento una tristeza que no puedo explicar,triste
en serio que felicidad tan grande siento ahora,feliz
no puedo evitar que me da terror no saber que va a pasar y no puedo calmarlo,miedo
me siento muy decaido sin saber por que y no lo puedo superar,triste
estoy muy triste y no se que hacer y me duele mucho,triste
en serio estoy demasiado molesto desde hace dias,enojo
sinceramente no se que va a pasar otra vez,miedo
en este momento tengo mucho miedo esta semana,miedo
oye ya basta con esa actitud y me parece muy mal,enojo
de verdad me entristece mucho lo que paso de verdad,triste
estoy muy bajo de animo desde entonces de verdad,triste
desde ayer nada tiene sentido desde hace dias,triste
estoy muy angustiado sin encontrar salida y no puedo calmarlo,miedo
la verdad esto es injusto esta semana,enojo
estoy lleno de energia y alegria sin duda,feliz
estoy muy apagado y sin energia,triste
estoy muy bajoneado con todo,triste
estoy lleno de felicidad ahora mismo y estoy muy agradecido,feliz
desde ayer todo salio perfecto en este momento,feliz
la verdad me siento muy triste y me afecta mucho,triste
la verdad es que me saca de mis casillas esto y eso no esta bien,enojo
desde ayer estoy muy contento otra vez,feliz
en serio que buena suerte la mia hoy sin duda,feliz
en serio estoy muy apenado y no se que decir,triste
realmente me duele mucho esto esta semana,triste
realmente me siento incomodo con esto desde hace dias,miedo
la verdad todo me afecta demasiado y no se que hacer,triste
desde ayer tengo ansiedad por lo que viene,miedo
sinceramente todo salio mal ultimamente,triste
ahora mismo todo esta funcionando bien,feliz
hoy todo esta empeorando otra vez,triste
en serio siento el corazon muy apesadumbrado y no se como seguir,triste
definitivamente todo esta saliendo bien desde hace dias,feliz
ultimamente me siento furioso esta semana,enojo
ahora mismo estoy muy contento desde hace dias,feliz
sinceramente esto es injusto todo el tiempo,enojo
de verdad me canse de aguantarte y no lo voy a tolerar,enojo
en este momento me siento derrotado,triste
me siento lleno de alegria y no lo puedo creer,feliz
la verdad me duele mucho esto ultimamente,triste
hoy estoy harto de esto desde hace dias,enojo
te digo que siento un miedo enorme que no puedo controlar,miedo
hoy me siento motivado esta semana,feliz
la verdad es que me pone de buen humor todo hoy y estoy muy agradecido,feliz
ahora mismo me siento excelente hoy,feliz
de verdad eres una persona muy egoista,enojo
ultimamente estoy muy enojado y me afecta mucho,enojo
hoy no aguanto mas y me afecta mucho,enojo
realmente siento demasiado temor y me afecta mucho,miedo
sabes que que alegria tan grande la que siento en serio,feliz
la verdad es que que alegria tan grande la mia,feliz
realmente todo esta mejorando de verdad,feliz
siento un vacio muy grande en mi de verdad,triste
tengo miedo de que las cosas empeoren y no puedo calmarlo,miedo
sinceramente me siento horrible hoy esta semana,triste
me siento lleno de energia por todo lo que paso,feliz
te digo que tengo miedo de no poder salir adelante,miedo
la verdad me da mucha rabia desde hace dias,enojo
la verdad es que me indigna tu forma de actuar y eso no esta bien,enojo
ultimamente me preocupa el futuro y no puedo dormir,miedo
honestamente ya no aguanto mas otra vez,enojo
la verdad todo esta mejorando por todo lo que paso,feliz
definitivamente todo salio excelente en este momento,feliz
la verdad es que me siento muy bien con lo que hice,feliz
estoy muy alegre con lo que vivo y estoy muy agradecido,feliz
sinceramente me cansa tu falta de madurez y punto,enojo
definitivamente me hicieron perder el tiempo esta semana,enojo
de verdad ya me colmaste la paciencia sin excusas,enojo
honestamente me da demasiada rabia y estoy cansado,enojo
en este momento todo esta empeorando todo el tiempo,triste
ultimamente ya no aguanto mas y estoy cansado,enojo
ahora mismo ya no quiero hablar otra vez,triste
la verdad es que siento un miedo terrible ahora mismo y no se que hacer,miedo
estoy muy apenado con lo que resulto y no lo puedo superar,triste
la verdad me siento horrible ultimamente,triste
todo salio excelente por todo lo que paso,feliz
que alegria me da ver tus logros,feliz
ahora mismo estoy agotado emocionalmente en este momento,triste
no aguanto mas esta situacion,enojo
me alegra mucho el resultado final y es lo mejor que me paso,feliz
de verdad me siento muy contento con el equipo y no lo puedo creer,feliz
te juro que no voy a permitir que me hagas eso,enojo
la verdad es que estoy muy apenado con lo que resulto,triste
ahora mismo me encanta este momento todo el tiempo,feliz
siento un vacio muy grande en mi de verdad,triste
me da pavor pensar en eso,miedo
desde ayer hoy fue un mal dia esta semana,triste
no puedo creer que no puedo mas con esta situacion,enojo
realmente todo me fastidia,enojo
siento que algo esta muy mal y me asusta,miedo
sinceramente estoy muy apenado por lo sucedido,triste
ahora mismo todo salio mal desde hace dias,triste
hoy todo me irrita desde hace dias,enojo
te digo que me da mucho miedo enfrentar esta situacion,miedo
definitivamente hoy fue un gran dia ultimamente,feliz
ultimamente me siento derrotado por todo lo que paso,triste
me siento muy motivado y feliz,feliz
de verdad me duele mucho todo lo que ocurrio y no se como seguir,triste
tengo miedo de no poder salir adelante y no se que hacer,miedo
desde ayer ya no se que hacer por todo lo que paso,triste
siento que las cosas nunca mejoran y no lo puedo superar,triste
me asusta mucho la situacion actual,miedo
en serio me siento muy mal por todo lo vivido y no se como seguir,triste
te digo que tengo miedo de no poder manejar esto de verdad,miedo
desde ayer tengo ansiedad en este momento,miedo
siento una tristeza muy grande ahora y quisiera que no fuera así,triste
te digo que me asusta mucho la situacion actual y eso me preocupa mucho,miedo
de verdad que dia tan exitoso fue hoy de verdad,feliz
la verdad es que me alegra que todo haya salido bien y estoy muy contento,feliz
no puedo evitar que estoy muy angustiado con las noticias de hoy y eso me preocupa mucho,miedo
oye eso estuvo muy mal hecho,enojo
ultimamente me siento furioso,enojo
ultimamente tengo mucho miedo esta semana,miedo
desde ayer me siento horrible y me duele mucho,triste
realmente tengo mucho miedo y eso me preocupa,miedo
no puedo creer que no entiendo tu actitud para nada y punto,enojo
tengo miedo de cometer un error grave y no puedo calmarlo,miedo
de verdad estoy muy agradecido por todo y es lo mejor que me paso,feliz
realmente hoy fue un mal dia en este momento,triste
lo que es cierto es que me siento muy bien emocionalmente y es lo mejor que me paso,feliz
en este momento todo me hace enojar todo el tiempo,enojo
la verdad me preocupa demasiado esto y no se que hacer,miedo
definitivamente odio esta situacion otra vez,enojo
estoy muy preocupado en este momento,miedo
en serio estoy muy contento con mi progreso y estoy muy contento,feliz
ultimamente me siento inseguro desde hace dias,miedo
sinceramente estoy demasiado cansado desde hace dias,triste
estoy muy alegre con lo que vivo y no lo puedo creer,feliz
en serio me duele mucho esta situacion y no se como seguir,triste
en este momento estoy muy emocionado,feliz
en este momento estoy muy emocionado todo el tiempo,feliz
me duele mucho haber fallado en eso y me duele mucho,triste
desde ayer me preocupa el futuro ultimamente,miedo
ahora mismo todo esta saliendo bien desde hace dias,feliz
hoy tengo miedo de fallar ultimamente,miedo
no puedo evitar que estoy muy asustado y no se que hacer y no se que hacer,miedo
ultimamente siento demasiado temor todo el tiempo,miedo
hoy que buena noticia para empezar el dia de verdad,feliz
la verdad tengo miedo de hablar y me afecta mucho,miedo
sinceramente tengo mucho miedo desde hace dias,miedo
de verdad estoy muy satisfecho con el dia de hoy y estoy muy agradecido,feliz
sinceramente siento una inquietud muy grande ahora y no se que hacer,miedo
estoy muy apenado y no se que decir,triste
en serio estoy muy agradecido por este momento y es lo mejor que me paso,feliz
desde ayer que problema tan absurdo por todo lo que paso,enojo
te digo que siento panico cada vez que pienso en eso,miedo
esto es una basura,enojo
realmente me siento vulnerable y no se que hacer,miedo
me siento muy contento con el equipo sin duda,feliz
lo que pasa es que no puedo mas con esta situacion y punto,enojo
definitivamente me siento inseguro esta semana,miedo
que maravilloso momento estoy viviendo sin duda,feliz
estoy muy bajo de animo y sin ganas y quisiera que no fuera así,triste
la verdad es que estoy muy nervioso con todo lo que pasa,miedo
estoy muy feliz con los resultados,feliz
en este momento hoy fue un gran dia ultimamente,feliz
me entristece mucho la situacion de verdad,triste
sabes que estoy muy satisfecho con todo lo hecho,feliz
hoy estoy emocionado con las noticias sin duda,feliz
en este momento estoy disfrutando mucho y eso me alegra,feliz
sinceramente me produce mucho enojo esto y eso no esta bien,enojo
hoy estoy pasando un gran momento y me afecta mucho,feliz
no tolero que me trates asi y ya me canse,enojo
me entristece mucho esta situacion y quisiera que no fuera así,triste
es que siento un temor constante que no desaparece,miedo
realmente me siento derrotado en este momento,triste
de verdad estoy muy bajoneado con todo y quisiera que no fuera así,triste
que caradureza la tuya en serio,enojo
sinceramente siento una pena muy grande ahora y no se como seguir,triste
realmente me siento destruido y me duele mucho,triste
me siento muy triste hoy y no se como seguir,triste
en este momento me preocupa demasiado esto todo el tiempo,miedo
es que me aterra no tener el control de nada,miedo
ahora mismo todo salio perfecto y no se que hacer,feliz
desde ayer me siento tranquilo y feliz y no se que hacer,feliz
te digo que siento un vacio enorme dentro de mi,triste
en serio me entristece mucho pensar en eso,triste
me da terror lo que pueda pasar despues de verdad,miedo
hoy tengo mucho miedo desde hace dias,miedo
definitivamente me hicieron perder el tiempo y estoy cansado,enojo
ultimamente me siento muy feliz,feliz
desde ayer tengo ansiedad por lo que viene esta semana,miedo
lo que pasa es que me duele mucho todo lo que ocurrio,triste
ahora mismo estoy muy contento y eso me alegra,feliz
la verdad es que que buena experiencia fue esa y no lo puedo creer,feliz
realmente me siento vacio y no se que hacer,triste
sinceramente que rabia me da todo esto,enojo
en serio me siento muy decaido sin saber por que de verdad,triste
me produce mucho enojo esto y ya me canse,enojo
realmente todo me fastidia,enojo
