text,emotion
sinceramente siento una angustia que me paraliza,miedo
la verdad me hablaron como si fuera tonto de verdad,enojo
parce mi familia estuvo muy unida hoy,feliz
me trataron como si yo fuera el problema,enojo
ahora mismo nadie reconocio lo que aporte y no se que hacer,enojo
sinceramente tengo panico y no puedo dormir,miedo
no puedo creer que me parece increible tu actitud,enojo
fijate que me mandaron audio de voz gritando sinceramente,enojo
realmente me preocupa el futuro otra vez,miedo
honestamente esto me molesta mucho todo el tiempo,enojo
es que no me toman en serio por mi edad men,enojo
te juro que que irresponsable eres con todo sin excusas,enojo
es que me angustia saber que todo queda guardado en internet,miedo
sabes que que alegria tan grande la mia,feliz
me tiene muy enojado esa situacion,enojo
tengo miedo de que me juzguen pero no digo nada,miedo
ultimamente me da miedo que graben algo mio sin permiso y ya,miedo
oye me da terror enfrentar esto solo y no lo puedo ocultar,miedo
mira estoy muy ido hoy no se que me pasa de verdad,triste
sinceramente me siento motivado ultimamente,feliz
me pone muy ansioso pensar en eso y ya,miedo
me siento muy agradecido con la vida hoy,feliz
sinceramente me pusieron a hacer el trabajo de todos pero bueno,enojo
la verdad ya nada es igual la verdad,triste
estoy muy asustado con lo que se avecina y me tiene muy nervioso,miedo
ultimamente estoy emocionado y me encanta,feliz
publicaron algo mio sin pedirme permiso y ya,enojo
me canse de esperar que las cosas cambien solas,triste
hermano me siento muy achantado hoy y me tiene mal,triste
oye me cambiaron el turno sin avisarme,enojo
es que pude decir lo que sentia sin miedo y trato de disimularlo,feliz
me dejaron plantado y ni se disculparon la verdad,enojo
la verdad me hicieron firmar algo que no entendi y ya,enojo
hoy extraño mucho a las personas que ya no estan,triste
ultimamente me etiquetaron en algo que me alegro el dia y no lo digo seguido,feliz
sinceramente me preocupa no poder pagar el arriendo el otro mes,miedo
hermano hicimos una reunioncita y quedo muy buena,feliz
hicieron lo que quisieron sin preguntarme nada,enojo
sinceramente estoy al limite de mi paciencia y ya,enojo
hoy me hicieron firmar algo que no entendi y ya,enojo
hoy algo me dice que las cosas van a cambiar mal y nadie lo sabe,miedo
es que me da susto pedir el favor porque me da pena parce,miedo
llegue y me dijeron que no habia cupo de verdad,enojo
la verdad es que que rabia me da todo esto sin excusas,enojo
estoy muy nervioso por los resultados,miedo
por fin me compre lo que queria,feliz
oye vi que estaba en linea pero no me respondio y me afecta mucho,triste
parce extraño mucho a las personas que ya no estan y no puedo evitarlo,triste
ultimamente me da terror decepcionar a alguien que confio en mi y me afecta mucho,miedo
me siento solo aunque este rodeado de gente,triste
no te miento no tengo plan b si esto falla la verdad,miedo
me da alegria ver que todo funciona,feliz
ultimamente estoy demasiado cansado otra vez,triste
parce hoy amaneci con toda la actitud y no se que hacer,feliz
para serte honesto me echaron la culpa de lo que salio mal y no se como manejarlo,enojo
la verdad me trataron muy mal sin razon de verdad,enojo
hoy siento demasiado temor todo el tiempo,miedo
vieja tengo un mal presentimiento con eso pero bueno,miedo
para serte honesto usaron lo que les conte en mi contra sinceramente,enojo
mira me toca salir tarde y me da miedo en la calle,miedo
es que no voy a tolerar esto mas y ya,enojo
no se tengo miedo de decir algo y que lo malinterpreten y me cuesta aceptarlo,miedo
desde ayer ya no tengo ganas y me duele mucho,triste
te juro que hoy no tuve que madrugar y lo disfrute y nadie lo entiende,feliz
me cayo del cielo esa noticia,feliz
ultimamente capturaron una conversacion privada y la compartieron y ya,enojo
la verdad es que me decepciono mucho lo que hiciste sin excusas,enojo
mira no duermo de la preocupacion y necesito que alguien me entienda,miedo
ahora mismo hoy fue un gran dia y no se que hacer,feliz
parce consegui apartamento en arriendo bien precio,feliz
en este momento todo esta mejorando,feliz
es que me toca salir tarde y me da miedo en la calle,miedo
sinceramente mi familia estuvo muy unida hoy y me tiene mal,feliz
no se si contarte pero me echaron la culpa de lo que salio mal y me afecta mucho,enojo
hoy las cosas ya no son como antes y me afecta,triste
estoy muy contento con los avances,feliz
la verdad es que me da ira tu actitud de verdad,enojo
no se si contarte pero alguien noto que estaba bien y me lo dijo y me tiene agotado,feliz
eso no estuvo bien para nada de verdad,enojo
la verdad es que ya les dije mil veces y no cambia nada y no es facil admitirlo,enojo
en serio me siento muy feliz con mi familia,feliz
ahora mismo no duermo de la preocupacion y eso me pesa,miedo
que buen trabajo hiciste hoy de verdad,feliz
mira estoy muy mamado de todo y ya,triste
en serio me tienen hasta la coronilla,enojo
en serio me tiene muy preocupado lo que esta pasando y no se que hacer,miedo
sinceramente todo esta saliendo bien hoy,feliz
sinceramente hoy no tuve que madrugar y lo disfrute,feliz
hoy tengo miedo de que me vaya mal en las parciales y no puedo evitarlo,miedo
sinceramente me descuentan del sueldo cosas que no firmé y no es facil,enojo
desde ayer me siento nervioso en este momento,miedo
realmente me siento decepcionado ultimamente,triste
desde hace dias siento que las cosas mejoran pero no digo nada,feliz
la verdad estoy harto de esto en este momento,enojo
no puedo evitar que tengo temor de que todo cambie de golpe de verdad,miedo
desde hace dias me tratan diferente y no entienden por que me molesta y quisiera que alguien me ayudara,enojo
oye me respondieron que si al proyecto,feliz
hoy hicimos una reunioncita y quedo muy buena de verdad,feliz
realmente me siento vulnerable y no se que hacer,miedo
me canse de pedir ayuda y no recibirla,triste
me invitaron a algo importante pero bueno,feliz
lo que pasa es que me mandaron un audio muy lindo pero ya no puedo mas,feliz
la verdad me trataron como si no existiera otra vez,enojo
estoy muy apenado con lo que resulto,triste
hoy amaneci con toda la actitud de verdad,feliz
hoy tengo ansiedad ultimamente,miedo
definitivamente me siento horrible hoy y me afecta mucho,triste
bro siento que finjo estar bien tan seguido que ya ni se,triste
tengo miedo de llegar a cierta edad sin haber logrado nada,miedo
hoy me encanta este momento todo el tiempo,feliz
fijate que extraño mucho a las personas que ya no estan,triste
no puedo evitar que estoy muy asustado con lo que dijiste,miedo
la verdad siento que no tengo control de nada la verdad,miedo
que situacion tan frustrante esta y no lo voy a tolerar,enojo
sinceramente me da miedo ir al medico,miedo
no se si contarte pero tengo miedo de decir algo fuera de lugar y me cuesta mucho,miedo
desde hace dias me copiaron el trabajo y lo publicaron como propio y me cuesta mucho,enojo
ultimamente el profesor me felicito por el trabajo pero ya no puedo mas,feliz
me quede sin trabajo y no se que hacer y no puedo evitarlo,triste
la verdad por fin me salio el pasaporte y nadie lo sabe,feliz
me tiene harto que siempre pase lo mismo y nadie lo entiende,enojo
la verdad me dijeron que me quieren y me tiene mal,feliz
ultimamente tengo miedo de decir algo y que lo malinterpreten y no puedo evitarlo,miedo
estoy muy decaido y no quiero hablar y no lo puedo superar,triste
fijate que nadie noto que algo me pasaba y me tiene agotado,triste
de verdad me duele mucho haber llegado a esto y quisiera que no fuera así,triste
me cambiaron el trabajo sin consultarme y no lo digo seguido,enojo
no se si contarte pero tengo miedo de que me rechacen si digo lo que pienso y no puedo evitarlo,miedo
la verdad estoy demasiado preocupado todo el tiempo,miedo
la verdad me graduo este mes y necesito que alguien me entienda,feliz
ahora mismo me eliminó de sus contactos sin decir nada y quisiera que alguien me ayudara,triste
fijate que extraño mucho a las personas que ya no estan y eso me duele,triste
en este momento me siento furioso otra vez,enojo
sinceramente me molesta mucho que hagas eso sin excusas,enojo
te cuento que me hicieron sentir mal por preguntar pero necesitaba decirlo,enojo
me tiene muy bajoneado lo que paso la verdad,triste
tengo miedo de decir algo y que lo malinterpreten y nadie lo entiende,miedo
fijate que me llamaron de la empresa y no dijeron para que y me cuesta mucho,miedo
te cuento que me siento muy lejos de todos la verdad,triste
sinceramente me dijeron que era muy sensible por sentirme mal y no lo digo seguido,enojo
sinceramente el profesor me humillo frente a todos de verdad,triste
me cancelaron la cita sin avisar pero bueno,enojo
definitivamente no quiero salir solo otra vez,miedo
hoy siento mucha presion desde hace dias,miedo
de verdad estoy lleno de felicidad ahora mismo y no lo puedo creer,feliz
en este momento me preocupa el futuro desde hace dias,miedo
es que me canse de pedir lo mismo sin resultado y nadie lo entiende,enojo
sinceramente me case hoy y me afecta,feliz
la verdad me perdi un momento importante,triste
lo que es cierto es que estoy muy feliz con mi vida y estoy muy agradecido,feliz
no se si contarte pero vi que estaba en linea pero no me respondio y quisiera que alguien me ayudara,triste
es que hoy el clima estuvo perfecto de verdad,feliz
no se me canse de ser el que siempre aguanta y no se que hacer,triste
oye me cancelaron a ultimo momento la verdad,enojo
ultimamente todo me irrita de verdad,enojo
hicimos sancocho en familia y fue muy rico y no se que hacer,feliz
ahora mismo me dijeron que era muy sensible por sentirme mal y quisiera que alguien me ayudara,enojo
siento que me estoy quedando sin opciones de verdad,miedo
oye me escribio la persona que me gusta y me afecta mucho,feliz
para serte honesto me da terror que noten que estoy nervioso y no puedo evitarlo,miedo
la verdad todo me da miedo otra vez,miedo
que impotencia siento ahora y no lo voy a tolerar,enojo
te juro que hicieron como si yo no existiera en la reunion de verdad,enojo
te juro que ya no aguanto mas esa situacion,enojo
me pone muy ansioso pensar en eso,miedo
la verdad siento que perdi una etapa de mi vida,triste
fijate que me gane una chamba buenisima y no puedo evitarlo,feliz
fijate que me hablaron como si fuera tonto,enojo
fijate que me corrigieron el tono sin escuchar lo que dije sinceramente,enojo
te cuento que me cayo del cielo esa noticia y me tiene mal,feliz
fijate que el transporte salio tardisimo y llegue tarde por eso,enojo
no puedo creer que que manera tan irresponsable de actuar y eso no esta bien,enojo
mira me tienen muy mamado con esa vuelta,enojo
estoy muy angustiado con las posibilidades y no se que hacer,miedo
es que mi familia se fue a vivir lejos y me siento solo y me cuesta mucho,triste
te cuento que me tiene muy intranquilo todo esto y ya,miedo
es que me quede sin trabajo y no se que hacer parce,triste
me toco vender el carro que tanto queria,triste
tengo miedo de que me quiten el trabajo,miedo
ultimamente tengo ansiedad desde hace dias,miedo
sinceramente no se que va a pasar por todo lo que pasa,miedo
mira lo que paso me dejo en visto y no respondio y no puedo evitarlo,triste
la verdad es que me respondio el mensaje que esperaba y no puedo evitarlo,feliz
sinceramente estoy muy ido hoy no se que me pasa parce,triste
me graduo el sabado en el paraninfo y eso me duele,feliz
desde hace dias no supe si era una broma o algo serio y me cuesta mucho,triste
es que tengo miedo de que no me entiendan y me cuesta mucho,miedo
me toco vender el carro que tanto queria y me tiene mal,triste
sinceramente me siento inseguro desde hace dias,miedo
en serio no se si lo que estoy haciendo es lo correcto y ya,miedo
te cuento que me asusta mucho lo que esta pasando en el barrio y no se que hacer,miedo
parce me siento re bien parce,feliz
me da mucho miedo lo que dijeron y no se que hacer,miedo
la verdad es que no es la primera vez y eso me tiene agotado y trato de disimularlo,enojo
te cuento que siento que algo malo va a pasar y no puedo evitarlo,miedo
por fin termine el proyecto y me tiene mal,feliz
todo esta mejorando,feliz
en serio estoy muy contento con los avances y no lo puedo creer,feliz
ahora mismo tengo miedo de ver lo que me respondieron y me pesa cargarlo solo,miedo
tengo un mal presentimiento desde ayer y no puedo evitarlo,miedo
parce me aterra quedar mal frente a todos,miedo
te digo que todo el mundo parece tener todo claro menos yo,triste
te digo que hoy fue exactamente lo que necesitaba y nadie lo entiende,feliz
te juro que usaron mis ideas sin darme credito y no es facil,enojo
parce me aprobo el credito el banco parce,feliz
para serte honesto por fin lo logre y me tiene mal,feliz
fijate que no entendi bien el tono y eso me tiene angustiado y quisiera que alguien me ayudara,miedo
la verdad me descuentan del sueldo cosas que no firmé de verdad,enojo
hoy me siento muy orgulloso de lo logrado sin duda,feliz
en serio cambio su estado y supe que era por mi y trato de disimularlo,triste
fijate que me cayo del cielo esa noticia y me cuesta mucho,feliz
en serio siento un vacio enorme dentro de mi y no se como seguir,triste
en serio me da mucha pena decirle eso a la gente parce,miedo
ultimamente tengo un presentimiento muy malo y me afecta mucho,miedo
es que me echaron la culpa de lo que salio mal de verdad,enojo
la verdad me aprobo el credito el banco parce,feliz
oye tengo un presentimiento muy malo y es agotador,miedo
te cuento que no tuve ganas de comer sinceramente,triste
la verdad me trataron diferente a los demas,enojo
no estudie suficiente para esto,miedo
ultimamente siento que algo se rompio dentro de mi otra vez,triste
ultimamente tengo mucho miedo en este momento,miedo
bro me da miedo no estar a la altura de lo que se espera de verdad,miedo
sinceramente tengo mucho miedo,miedo
la verdad me borraron un comentario que tenia toda la razon y me afecta,enojo
mira eso me pone muy furioso parce parce,enojo
lo que pasa es que me dieron el viernes libre y me pesa cargarlo solo,feliz
me siento muy bien con lo que hice,feliz
hoy todo cambio de golpe pero bueno,triste
mira nos separamos despues de mucho tiempo y no puedo evitarlo,triste
te digo que siento una pena muy honda en mi de verdad,triste
sinceramente me hablaron muy feo sin ninguna razon y no es facil,enojo
me regalaron algo que queria hace mucho de verdad,feliz
lo que pasa es que la vida esta siendo buena conmigo todo el tiempo,feliz
me echaron sin explicacion y me afecta,triste
ultimamente todo esta empeorando en este momento,triste
en serio me angustia pensar que quiza elegi mal mi carrera y no se que hacer,miedo
ultimamente me pusieron en evidencia en un grupo de verdad,enojo
lo que es cierto es que me alegra que todo haya salido bien y estoy muy agradecido,feliz
tengo miedo de que me vaya mal en las parciales pero bueno,miedo
realmente todo esta mejorando desde hace dias,feliz
mira por fin termine el proyecto y ya,feliz
desde hace dias llevo dias aguantando esto y ya no puedo y no se como manejarlo,enojo
la verdad estoy realmente frustrado en este momento,enojo
te cuento que siento que perdi una etapa de mi vida y ya,triste
sinceramente me aterra quedarme sin opciones y eso me preocupa mucho,miedo
ultimamente todo me afecta demasiado en este momento,triste
mira quedamos de una con el plan y ya,feliz
lo que pasa es que estoy muy apenado con lo que resulto y quisiera que no fuera así,triste
definitivamente me siento tranquilo y feliz todo el tiempo,feliz
la verdad es que no voy a tolerar esto mas y me parece muy mal,enojo
fijate que el silencio de esa persona me preocupa mucho y ya,miedo
no te miento me llegó una carta del juzgado y no se que es parce,miedo
me dejaron pero bueno,triste
para serte honesto me trataron muy mal sin razon y no puedo evitarlo,enojo
parce me tienen muy mamado con esa vuelta pero bueno,enojo
me da mucha pena decirle eso a la gente y no se que hacer,miedo
desde hace dias me preocupa tanto que no puedo dormir y eso me pesa,miedo
desde hace dias tengo miedo de lo que piensen de mi y me afecta mucho,miedo
me escribio la persona que me gusta y no se que hacer,feliz
sinceramente siento que algo esta pasando y nadie me dice que sinceramente,miedo
es que hoy fui honesto y salio bien sinceramente,feliz
me dejo mi novia y estoy muy bajoneado y me tiene mal,triste
me toca salir tarde y me da miedo en la calle la verdad,miedo
lo que pasa es que siento una pena muy honda en mi,triste
es que me saca de quicio que no cambien nada,enojo
sinceramente me duele mucho lo que me dijeron y no lo puedo superar,triste
se aprovecharon de la buena fe mia,enojo
bro me siento solo aunque este rodeado de gente,triste
me siento muy feliz ahora mismo,feliz
ahora mismo me interrumpieron cada vez que hable y eso me tiene mal,enojo
no te miento nacio mi hija y ya,feliz
no se estoy muy emocionado con lo que viene y ya,feliz
no puedo creer que no aguanto mas esta situacion,enojo
sinceramente aprobe el examen la verdad,feliz
fijate que me paralizo cuando tengo que decidir y me tiene mal,miedo
lo que pasa es que me entristece mucho lo que hiciste,triste
es que tengo panico de que me pregunten algo en clase y me tiene mal,miedo
desde hace dias tengo miedo de ver lo que me respondieron y me pesa cargarlo solo,miedo
la verdad me trataron muy mal sin razon pero no digo nada,enojo
oye hoy me senti comodo siendo yo mismo y quisiera que alguien me ayudara,feliz
te cuento que defendi mi proyecto y quede bien y nadie lo sabe,feliz
me piden experiencia para un trabajo de principiante de verdad,enojo
no te miento me mintieron en mi cara y necesito que alguien me entienda,enojo
fijate que me da miedo pedir ayuda,miedo
me da pena decirlo pero me pidieron algo de ultimo momento y no puedo evitarlo,enojo
oye hice algo que me daba miedo y salio bien pero ya no puedo mas,feliz
en serio me asusta que piensen que soy raro de verdad,miedo
fijate que todo esta mal organizado y ya,enojo
ultimamente me siento muy bien con mi proceso,feliz
parce me siento muy achantado hoy pero bueno,triste
vieja me da susto pedir el favor porque me da pena la verdad,miedo
lo que pasa es que siento que a nadie le importo y me tiene mal,triste
ahora mismo tengo miedo de haber arruinado algo sin saberlo y quisiera que alguien me ayudara,miedo
ultimamente no me toman en serio por mi edad,enojo
no te miento ya nada es igual de verdad,triste
fijate que me tocó madrugar y no dormí nada y encima salio mal,triste
en serio me llegó una carta del juzgado y no se que es y ya,miedo
sinceramente se fue mi perro hoy de verdad,triste
te cuento que fuimos a la finca y fue muy bacano parce,feliz
en este momento me siento derrotado por todo lo que paso,triste
te cuento que me da muy duro enfrentar esa conversacion parce,miedo
la verdad estoy emocionado en este momento,feliz
sinceramente siento una ansiedad tremenda ahora,miedo
me mandaron un audio muy lindo pero ya no puedo mas,feliz
la verdad me eliminaron del grupo sin decir nada y nadie lo entiende,enojo
no tenemos para el arriendo este mes la verdad,triste
fijate que me da pena hablar en publico y manana me toca pero bueno,miedo
parce que descaro tan grande el de esa gente,enojo
la verdad tengo ansiedad todo el tiempo,miedo
es que no puedo creer lo que hicieron otra vez,enojo
estoy muy nervioso con esa vuelta pero bueno,miedo
la verdad es que publicaron algo mio sin pedirme permiso y eso me tiene mal,enojo
hoy siento demasiado temor otra vez,miedo
sabes que estoy muy contento con el resultado de verdad,feliz
te cuento que siento que todo el mundo sigue y yo me quede quieto,triste
oye me salio todo bien y no me lo esperaba y me afecta,feliz
oye me da ansiedad abrir ese chat y me cuesta mucho,miedo
oye perdi mi negocio y no se como seguir la verdad,triste
me citaron a declarar y estoy muy nervioso y eso me duele,miedo
hoy me fue de pelos y me tiene mal,feliz
siento que el tiempo no cura esto y me duele mucho,triste
mira lo que paso siento que no soy tan inteligente como los demas y nadie lo entiende,triste
la verdad es que estoy muy apagado sin poder sonreir y no lo puedo superar,triste
realmente me da mucha rabia y no se que hacer,enojo
la verdad que problema tan absurdo todo el tiempo,enojo
fijate que me siento muy achantado hoy y no se que hacer,triste
no puedo creer que que manera tan irresponsable de actuar y me parece muy mal,enojo
no te miento me siento muy lejos de todos y nadie lo sabe,triste
fijate que me mandaron audio de voz gritando y no lo digo seguido,enojo
realmente esto me molesta mucho otra vez,enojo
sinceramente me trataron como si yo fuera el problema,enojo
te cuento que no tenemos para el arriendo este mes y eso me duele,triste
te cuento que siento que me quede atras y ya,triste
sinceramente siento que estoy de mas pero no digo nada,triste
parce me dejo mi novia y estoy muy bajoneado la verdad,triste
es que ya no tengo energia para nada de lo que antes me gustaba,triste
ahora mismo tengo ansiedad en este momento,miedo
siento una preocupacion enorme ahora,miedo
la verdad es que me preocupa haber dicho algo sin darme cuenta y no lo digo seguido,miedo
te cuento que encontre lo que buscaba y eso me pesa,feliz
la verdad me quede sin trabajo y no se que hacer y me cuesta mucho,triste
de verdad que dia tan maravilloso fue hoy,feliz
para serte honesto me respondio el mensaje que esperaba de verdad,feliz
te digo que me siento muy mal por todo lo vivido y me duele mucho,triste
nos separamos despues de mucho tiempo y ya,triste
te cuento que hoy fue un parche buenisimo parce,feliz
no se si contarte pero me cambiaron el trabajo sin consultarme y no lo digo seguido,enojo
ultimamente tengo mucho miedo todo el tiempo,miedo
hoy mi familia esta pasando un momento muy dificil,triste
no se si voy a poder sostenerme solo y no se que hacer,miedo
tengo panico,miedo
bro no entiendo como la gente puede ser asi,enojo
me siento muy triste hoy y no lo puedo superar,triste
me tiene muy cansado esa actitud la verdad,enojo
es que manana es el dia y no estoy listo sinceramente,miedo
parce me cambiaron el turno sin avisarme y no puedo evitarlo,enojo
la verdad siento que la estoy embarrando en todo,triste
la verdad me da demasiada rabia en este momento,enojo
en serio que descaro tan grande el de esa gente,enojo
no se si contarte pero vi que estaba en linea pero no me respondio y no puedo evitarlo,triste
la verdad es que siento una inquietud constante ahora y me tiene muy nervioso,miedo
definitivamente todo esta mejorando otra vez,feliz
desde hace dias logre cerrar el trato que necesitaba de verdad,feliz
hoy estoy muy cansado de lucharla solo y ya,triste
me angustia no saber si estoy en el camino correcto bro,miedo
ultimamente me di cuenta que no me invitaron a la reunion,triste
sinceramente me duele mucho esta situacion y me duele mucho,triste
sinceramente extraño mucho a las personas que ya no estan de verdad,triste
es que hoy me di cuenta que avance mucho de verdad,feliz
hermano me dejo mi novio y estoy muy mal parce,triste
mira estoy muy asustado con lo que puede pasar la verdad,miedo
la verdad hoy me senti muy bien conmigo mismo,feliz
ultimamente el resultado me tiene muy angustiado y no puedo evitarlo,miedo
men me comparan con otros y eso me molesta mucho,enojo
siento que todo el mundo sigue y yo me quede quieto y ya,triste
te cuento que nos separamos despues de mucho tiempo de verdad,triste
no te miento me tocó repetir el tramite porque perdieron mis papeles la verdad,enojo
estoy muy emocionado con lo que viene,feliz
desde ayer me siento increible otra vez,feliz
tengo miedo de que me rechacen si digo lo que pienso la verdad,miedo
cambio su estado y supe que era por mi y trato de disimularlo,triste
me da muy duro enfrentar esa conversacion de verdad,miedo
te cuento que termino mi relacion pero necesitaba decirlo,triste
desde hace dias nadie entendio como me sentia otra vez,triste
la verdad capturaron una conversacion privada y la compartieron y no puedo evitarlo,enojo
mira extraño como era todo antes y nadie lo sabe,triste
oye mi familia se fue a vivir lejos y me siento solo,triste
parce me da susto pedir el favor porque me da pena y me cuesta mucho,miedo
en serio me canse de pedir ayuda y no recibirla y me afecta,triste
en serio me puse muy feliz con eso parce la verdad,feliz
siento que nadie me toma en serio y no se como manejarlo,enojo
ya no tengo fuerzas para nada y no puedo evitarlo,triste
no te miento me rechazaron y duela mucho todo el tiempo,triste
ultimamente me siento vulnerable y me afecta mucho,miedo
te juro que me di cuenta que no me invitaron a la reunion sinceramente,triste
te digo que que dia tan especial fue hoy para todos y es lo mejor que me paso,feliz
hermano me tiene muy cansado esta gente parce,enojo
en serio me salio rico lo que cocine y no se que hacer,feliz
estoy muy alegre con lo que vivo en serio,feliz
hermano me tiene muy bajoneado lo que paso de verdad,triste
hoy me trataron diferente a los demas,enojo
es que me enfurece tu actitud y punto,enojo
mira me salio redondo todo hoy la verdad,feliz
me fue bien en el icfes y no es facil,feliz
me llamaron para el trabajo en medellin y ya,feliz
en este momento me preocupa demasiado esto ultimamente,miedo
tengo miedo de que me quiten el trabajo de verdad,miedo
mira lo que paso me canse de pedir lo mismo sin resultado de verdad,enojo
te cuento que que descaro tan grande el de esa gente,enojo
ultimamente tengo ansiedad por lo que viene y me afecta mucho,miedo
la verdad es que me mandaron un mensaje muy agresivo y me afecta mucho,enojo
en este momento no tengo ganas de nada todo el tiempo,triste
hoy me pusieron a hacer el trabajo de todos parce,enojo
es que me tienen hasta la coronilla y nadie lo sabe,enojo
es que tengo miedo de que me quiten el trabajo de verdad,miedo
desde ayer me siento incomodo con esto y no se que hacer,miedo
te cuento que estrene mi apartamento la verdad,feliz
fijate que tengo miedo de que las cosas cambien de repente sinceramente,miedo
te cuento que me enfurece que actuen asi sinceramente,enojo
no te miento estoy rodeado de gente y me siento solo y no lo puedo ocultar,triste
no puedo evitar que me da miedo no poder controlarlo y me tiene muy nervioso,miedo
la verdad es que tengo panico de enfrentar esto solo y me tiene muy nervioso,miedo
en serio me da panico enviar ese mensaje y quedar mal men,miedo
no tenemos para el arriendo este mes,triste
es que me dieron el trabajo que queria y no puedo evitarlo,feliz
parce estoy muy nervioso con esa vuelta hermano,miedo
de verdad que buen dia tuve hoy en serio,feliz
ultimamente me da panico enviar ese mensaje y quedar mal men,miedo
oye nadie hace las cosas bien aqui y necesito que alguien me entienda,enojo
te cuento que estoy con una nota hoy y no puedo evitarlo,feliz
es que extraño mucho a las personas que ya no estan,triste
la verdad todo el mundo sigue y yo estoy quieto y no se que hacer,triste
hermano me tienen hasta la coronilla de verdad,enojo
vieja por fin me salio el pasaporte parce,feliz
hoy hoy me senti muy bien conmigo mismo,feliz
estoy muy cansado de lucharla solo hermano,triste
oye hicimos sancocho en familia y fue muy rico y nadie lo sabe,feliz
me duele mucho haber llegado a esto y no lo puedo superar,triste
estoy agradecido por todo,feliz
sinceramente todo salio excelente ultimamente,feliz
lo que pasa es que tengo un presentimiento muy malo y ya,miedo
te cuento que pase el dia en cama y eso me pesa,triste
sinceramente me da mucha rabia esta semana,enojo
parce aprobe todas las materias este semestre,feliz
te digo que estoy muy apenado y no puedo superarlo,triste
hoy me da demasiada rabia ultimamente,enojo
me sacaron de la jugada sin ninguna explicacion,enojo
me prometieron el trabajo y al final le dieron a otro y me tiene mal,enojo
no se si actue bien y eso no me deja tranquilo sinceramente,miedo
no te miento hoy fue un parche buenisimo de verdad,feliz
en serio no se que quiero hacer con mi vida,miedo
no te miento termine todo lo que tenia pendiente y me pesa cargarlo solo,feliz
ultimamente tengo miedo de responder mal y arruinar todo de verdad,miedo
te cuento que estoy muy bravo con lo que paso de verdad,enojo
bro me siento muy agradecido con la vida hoy la verdad,feliz
me echaron la culpa de algo que hizo otro,enojo
hoy estoy harto de todo y no se que hacer,enojo
vieja me toca salir tarde y me da miedo en la calle,miedo
realmente estoy muy contento por todo lo que paso,feliz
siento que todo el mundo sigue y yo me quede quieto parce,triste
la verdad es que estoy muy bajo de animo y sin ganas y quisiera que no fuera así,triste
mira usaron mis ideas sin darme credito,enojo
oye siento que no tengo control de nada y eso me pesa,miedo
me tocó pagar una multa que no era justa y ya,enojo
oye todo me pesa demasiado y eso me pesa,triste
ultimamente tengo panico de que me pregunten algo frente a todos y me cuesta mucho,miedo
desde hace dias pase el semestre sin perder nada y me cuesta mucho,feliz
me da mucho miedo el futuro de verdad,miedo
ahora mismo me siento nervioso todo el tiempo,miedo
estoy realmente frustrado,enojo
te digo que me da mucho miedo no estar listo,miedo
la verdad me sacaron la paciencia esta semana,enojo
me citaron a declarar y estoy muy nervioso y me tiene mal,miedo
me pone de buen humor todo hoy en serio,feliz
hoy fue un dia increible,feliz
hermano estoy con el animo muy por el piso y no es facil,triste
no te miento aprobe la materia que tenia perdida y no puedo evitarlo,feliz
de verdad me agota tu comportamiento y no lo voy a tolerar,enojo
ultimamente hoy me vi bien en el espejo y me gusto,feliz
ultimamente hoy fue un gran dia todo el tiempo,feliz
te digo que me angustia saber que todo queda guardado en internet y me afecta,miedo
que dia tan bueno fue hoy y es lo mejor que me paso,feliz
realmente odio esta situacion de verdad,enojo
en serio siento que finjo estar bien tan seguido que ya ni se,triste
me parece increible tu actitud y me parece muy mal,enojo
parce me cayo del cielo esa noticia,feliz
te digo que me entristece ver como cambiaron las cosas,triste
vieja el transporte salio tardisimo y llegue tarde por eso y eso me duele,enojo
ahora mismo tengo miedo de fallar esta semana,miedo
te cuento que siento que perdi una etapa de mi vida la verdad,triste
es que ya nada es igual pero necesitaba decirlo,triste
estoy con una nota hoy y no puedo evitarlo,feliz
hoy esto arruino mi dia en este momento,enojo
tengo algo importante manana y no puedo dormir la verdad,miedo
sinceramente me siento destruido,triste
oye me pidieron algo de ultimo momento y me afecta mucho,enojo
me enfurece que actuen asi pero no digo nada,enojo
nacio mi hija,feliz
me asusta mucho lo que esta pasando en el barrio y no se que hacer,miedo
siento que si me equivoco no hay vuelta atras men,miedo
te digo que siento un temor muy grande ahora mismo,miedo
en serio me mintieron descaradamente en la cara y no es facil,enojo
te juro que siento que no soy suficiente y no se que hacer,triste
es que tengo panico de que algo que dije llegue a las manos equivocadas,miedo
sinceramente todo me da miedo ultimamente,miedo
hoy me da mucha pena decirle eso a la gente,miedo
en serio no es la primera vez y eso me tiene agotado y me pesa cargarlo solo,enojo
ultimamente todo esta funcionando bien,feliz
en serio tengo miedo de que me quiten el trabajo,miedo
estoy realmente frustrado otra vez,enojo
me da pena decirlo pero me interrumpieron cada vez que hable y me cuesta mucho,enojo
oye me aprobo el credito el banco y me cuesta mucho,feliz
la verdad dijeron cosas que no son verdad sobre mi otra vez,enojo
hoy tengo mucho miedo en este momento,miedo
la verdad me siento motivado otra vez,feliz
ahora mismo me siento derrotado todo el tiempo,triste
no te miento me cayo muy bien esa persona y nadie lo sabe,feliz
definitivamente tengo miedo de fallar desde hace dias,miedo
me paraliza no saber cual es el camino correcto y nadie lo entiende,miedo
